"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"3224","CGBD",56.31,"M",56.07,"M",225040,NA,19.63,0.4,56310000,56070000,225040
"3225","CGC",376.84,"M",230.53,"M",11.95,"M",-45.78,5.19,376840000,230530000,11950000
"3226","CGEM",41.4,"M",27.96,"M",481877,NA,37.6,1.72,41400000,27960000,481877
"3227","CGEN",82.86,"M",82.76,"M",3.81,"M",-2.55,4.6,82860000,82760000,3810000
"3228","CGIX",10.56,"M",2.84,"M",1.15,"M",420.94,40.41,10560000,2840000,1150000
"3229","CGNX",176.03,"M",168.44,"M",2.46,"M",0.48,1.46,176030000,168440000,2460000
"3230","CGRO",15.26,"M",13.58,"M",1.71,"M",2.25,12.57,15260000,13580000,1710000
"3231","CGROU",15.26,"M",NA,NA,4354,NA,-48.63,NA,15260000,NA,4354
"3232","CGROW",NA,NA,NA,NA,63446,NA,22.63,NA,NA,NA,63446
"3233","CHCI",7.86,"M",2.21,"M",111673,NA,3028.97,5.05,7860000,2210000,111673
"3234","CHCO",15.73,"M",15.24,"M",412415,NA,5.19,2.71,15730000,15240000,412415
"3235","CHDN",39.46,"M",35.1,"M",1.26,"M",2.26,3.59,39460000,35100000,1260000
"3236","CHEF",37.28,"M",32.14,"M",3.48,"M",-17.33,10.81,37280000,32140000,3480000
"3237","CHEK",46.24,"M",42.75,"M",3.45,"M",27.83,8.06,46240000,42750000,3450000
"3238","CHEKZ",NA,NA,NA,NA,5047,NA,-71.98,NA,NA,NA,5047
"3239","CHFS",2.74,"M",2.73,"M",39986,NA,46.38,1.46,2740000,2730000,39986
"3240","CHKP",140.2,"M",110.02,"M",9.76,"M",3.21,8.87,140200000,110020000,9760000
"3241","CHMA",57.8,"M",49.33,"M",1.9,"M",-16.27,3.85,57800000,49330000,1900000
"3242","CHMG",4.7,"M",3.71,"M",46433,NA,6.07,1.25,4700000,3710000,46433
"3243","CHNG",304.77,"M",243.81,"M",18.5,"M",36.39,7.59,304770000,243810000,18500000
"3244","CHNGU",NA,NA,NA,NA,700,NA,-67.93,NA,NA,NA,700
"3245","CHNR",37.95,"M",13.71,"M",22016,NA,-83.68,0.16,37950000,13710000,22016
"3246","CHPM",30,"M",NA,NA,366807,NA,6.03,NA,3e+07,NA,366807
"3247","CHPMW",NA,NA,NA,NA,14664,NA,47.79,NA,NA,NA,14664
"3248","CHRS",72.05,"M",67.49,"M",13.08,"M",-2.28,19.38,72050000,67490000,13080000
"3249","CHRW",135.95,"M",132.72,"M",10.97,"M",-2.97,8.26,135950000,132720000,10970000
"3250","CHSCL",NA,NA,NA,NA,17037,NA,-18.64,NA,NA,NA,17037
"3251","CHSCM",NA,NA,NA,NA,23301,NA,19.27,NA,NA,NA,23301
"3252","CHSCN",NA,NA,NA,NA,8419,NA,12,NA,NA,NA,8419
"3253","CHSCO",NA,NA,NA,NA,14928,NA,33.58,NA,NA,NA,14928
"3254","CHSCP",NA,NA,NA,NA,32450,NA,19.61,NA,NA,NA,32450
"3255","CHTR",199.88,"M",130.3,"M",8.64,"M",5,6.63,199880000,130300000,8640000
"3256","CHUY",19.69,"M",19.47,"M",1.19,"M",-10.74,6.09,19690000,19470000,1190000
"3257","CHX",199.83,"M",198.27,"M",5.58,"M",-3.01,2.82,199830000,198270000,5580000
"3258","CIDM",165.95,"M",119.97,"M",4.94,"M",48.21,4.12,165950000,119970000,4940000
"3259","CIGI",38.86,"M",36.36,"M",351150,NA,26.56,0.97,38860000,36360000,351150
"3260","CIH",66.41,"M",54.68,"M",581054,NA,-5.15,1.06,66410000,54680000,581054
"3261","CIIC",25.88,"M",24.22,"M",2.49,"M",19.46,10.28,25880000,24220000,2490000
"3262","CIICU",NA,NA,20.81,"M",599,NA,19.8,0,NA,20810000,599
"3263","CIICW",NA,NA,NA,NA,73454,NA,1.18,NA,NA,NA,73454
"3264","CINF",160.9,"M",148.56,"M",6.44,"M",-0.53,4.34,160900000,148560000,6440000
"3265","CIVB",15.91,"M",15.11,"M",152044,NA,42.55,1.01,15910000,15110000,152044
"3266","CIZN",5.59,"M",4.71,"M",74170,NA,-3.07,1.58,5590000,4710000,74170
"3267","CJJD",41.75,"M",31.36,"M",438266,NA,78.38,1.4,41750000,31360000,438266
"3268","CKPT",60.36,"M",52.63,"M",2.37,"M",-3.21,4.51,60360000,52630000,2370000
"3269","CLAR",31.06,"M",21.78,"M",421789,NA,-18.57,1.94,31060000,21780000,421789
"3270","CLBK",110.94,"M",44.48,"M",1.37,"M",0.42,3.07,110940000,44480000,1370000
"3271","CLBS",59.51,"M",56.08,"M",1.45,"M",-50.37,2.59,59510000,56080000,1450000
"3272","CLDB",4.22,"M",3.71,"M",703,NA,-2.23,0.02,4220000,3710000,703
"3273","CLDX",39.57,"M",38.21,"M",3.44,"M",-2.06,9.01,39570000,38210000,3440000
"3274","CLEU",6.33,"M",2.71,"M",1188,NA,76.52,0.04,6330000,2710000,1188
"3275","CLFD",13.73,"M",11.28,"M",182887,NA,-15.04,1.62,13730000,11280000,182887
"3276","CLGN",9.29,"M",NA,NA,2980,NA,-79.91,NA,9290000,NA,2980
"3277","CLIR",30.04,"M",23.41,"M",589054,NA,-13.14,2.52,30040000,23410000,589054
"3278","CLLS",42.49,"M",38.8,"M",397982,NA,-9.29,1.03,42490000,38800000,397982
"3279","CLMT",78.06,"M",62.5,"M",62444,NA,-19.55,0.1,78060000,62500000,62444
"3280","CLNE",198.27,"M",142.8,"M",6.61,"M",-13.01,4.63,198270000,142800000,6610000
"3281","CLNN",59.53,"M",1.93,"M",113612,NA,94.72,5.88,59530000,1930000,113612
"3282","CLNNW",NA,NA,NA,NA,88359,NA,15428.82,NA,NA,NA,88359
"3283","CLOV",143.48,"M",306.13,"M",19.85,"M",55.6,6.48,143480000,306130000,19850000
"3284","CLOVW",NA,NA,NA,NA,28303,NA,158.71,NA,NA,NA,28303
"3285","CLPS",14.82,"M",4.7,"M",15001,NA,-47.45,0.32,14820000,4700000,15001
"3286","CLPT",19.47,"M",13.83,"M",198125,NA,-45.08,1.43,19470000,13830000,198125
"3287","CLRB",45.45,"M",42.13,"M",2.31,"M",3.79,5.48,45450000,42130000,2310000
"3288","CLRBZ",NA,NA,NA,NA,1582,NA,-62.14,NA,NA,NA,1582
"3289","CLRMU",28.75,"M",NA,NA,791,NA,0,NA,28750000,NA,791
"3290","CLRO",18.77,"M",7.72,"M",24470,NA,8.22,0.32,18770000,7720000,24470
"3291","CLSD",52.56,"M",39.6,"M",515638,NA,29.11,1.3,52560000,39600000,515638
"3292","CLSK",24.29,"M",20.98,"M",950897,NA,-32.34,4.53,24290000,20980000,950897
"3293","CLSN",63.34,"M",61.24,"M",2.08,"M",-5.69,3.39,63340000,61240000,2080000
"3294","CLVR",11.74,"M",NA,NA,2.3,"M",127.85,NA,11740000,NA,2300000
"3295","CLVRW",NA,NA,NA,NA,27402,NA,-35.26,NA,NA,NA,27402
"3296","CLVS",88.2,"M",85.68,"M",33.02,"M",-8.49,38.54,88200000,85680000,33020000
"3297","CLWT",3.09,"M",1.37,"M",4840,NA,13.46,0.35,3090000,1370000,4840
"3298","CLXT",37.07,"M",13.05,"M",393746,NA,-11.86,3.02,37070000,13050000,393746
"3299","CMBM",26.03,"M",9.99,"M",353302,NA,-11.41,3.54,26030000,9990000,353302
"3300","CMCO",23.9,"M",23.14,"M",656186,NA,9.46,2.84,23900000,23140000,656186
"3301","CMCSA",4.57,"B",4.53,"B",76.7,"M",-2.63,1.69,4.57e+09,4.53e+09,76700000
"3302","CMCT",14.83,"M",11.73,"M",245465,NA,1.51,2.09,14830000,11730000,245465
"3303","CME",358.99,"M",354.45,"M",5.71,"M",-2.68,1.61,358990000,354450000,5710000
"3304","CMFNL",NA,NA,NA,NA,556,NA,-4.63,NA,NA,NA,556
"3305","CMLF",38.5,"M",NA,NA,435124,NA,60.79,NA,38500000,NA,435124
"3306","CMLFU",44.28,"M",NA,NA,5555,NA,301.95,NA,44280000,NA,5555
"3307","CMLFW",NA,NA,NA,NA,79734,NA,852.84,NA,NA,NA,79734
"3308","CMLS",18.04,"M",17.49,"M",461270,NA,-27.61,2.64,18040000,17490000,461270
"3309","CMPI",21.55,"M",4.29,"M",80739,NA,-14.11,1.88,21550000,4290000,80739
"3310","CMPR",26,"M",22.08,"M",762684,NA,-18.3,3.45,2.6e+07,22080000,762684
"3311","CMPS",35.93,"M",35.37,"M",947323,NA,-5.28,2.68,35930000,35370000,947323
"3312","CMRX",83.12,"M",66.96,"M",794294,NA,-14.95,1.19,83120000,66960000,794294
"3313","CMTL",25.01,"M",24.3,"M",713166,NA,-18.2,2.93,25010000,24300000,713166
"3314","CNBKA",3.66,"M",1.81,"M",44833,NA,2.49,2.47,3660000,1810000,44833
"3315","CNCE",30.65,"M",27.2,"M",585095,NA,-39.15,2.15,30650000,27200000,585095
"3316","CNDT",212.15,"M",194.12,"M",4.7,"M",-4.73,2.42,212150000,194120000,4700000
"3317","CNET",31.27,"M",24.28,"M",285461,NA,-22.95,1.18,31270000,24280000,285461
"3318","CNFR",9.68,"M",3.48,"M",1661,NA,-62.39,0.05,9680000,3480000,1661
"3319","CNFRL",NA,NA,NA,NA,242,NA,-74.47,NA,NA,NA,242
"3320","CNNB",2.98,"M",2.34,"M",344,NA,-51.89,0.01,2980000,2340000,344
"3321","CNOB",39.79,"M",34.89,"M",400524,NA,8.69,1.15,39790000,34890000,400524
"3322","CNSL",79.41,"M",71.65,"M",4.29,"M",-3.25,5.99,79410000,71650000,4290000
"3323","CNSP",25.3,"M",14.59,"M",520601,NA,689.09,3.57,25300000,14590000,520601
"3324","CNST",47.86,"M",34.29,"M",5.79,"M",-1.16,16.87,47860000,34290000,5790000
"3325","CNTG",21.86,"M",5.47,"M",172684,NA,-16.04,3.16,21860000,5470000,172684
"3326","CNTY",29.58,"M",26.99,"M",1.39,"M",14.1,5.14,29580000,26990000,1390000
"3327","CNXC",51.98,"M",41.86,"M",509968,NA,-2.87,1.22,51980000,41860000,509968
"3328","CNXN",26.18,"M",10.97,"M",470401,NA,8.31,4.29,26180000,10970000,470401
"3329","COCP",68.56,"M",48.83,"M",2.21,"M",-10.08,4.52,68560000,48830000,2210000
"3330","CODA",10.75,"M",4.11,"M",328309,NA,-5.94,7.98,10750000,4110000,328309
"3331","CODX",28.27,"M",26.52,"M",4.99,"M",-1.02,18.83,28270000,26520000,4990000
"3332","COFS",7.8,"M",7.25,"M",62740,NA,2.59,0.87,7800000,7250000,62740
"3333","COGT",64.68,"M",57.73,"M",1.52,"M",53.9,2.63,64680000,57730000,1520000
"3334","COHR",24.45,"M",24.09,"M",879521,NA,28.19,3.65,24450000,24090000,879521
"3335","COHU",41.7,"M",41.04,"M",1.09,"M",-5.01,2.66,41700000,41040000,1090000
"3336","COKE",NA,NA,4.66,"M",127367,NA,-4.88,2.73,NA,4660000,127367
"3337","COLB",71.6,"M",71.14,"M",2.31,"M",-10.02,3.25,71600000,71140000,2310000
"3338","COLL",34.58,"M",32.46,"M",4.16,"M",-1.97,12.83,34580000,32460000,4160000
"3339","COLM",66.21,"M",32.88,"M",787515,NA,-39.3,2.4,66210000,32880000,787515
"3340","COMM",200.1,"M",196.32,"M",4.77,"M",-10.42,2.43,200100000,196320000,4770000
"3341","COMS",64.98,"M",24.43,"M",417562,NA,479.48,1.71,64980000,24430000,417562
"3342","COMSW",NA,NA,NA,NA,9942,NA,22.44,NA,NA,NA,9942
"3343","CONE",120.46,"M",119.59,"M",6.3,"M",0.25,5.27,120460000,119590000,6300000
"3344","CONN",29.2,"M",17.22,"M",2.01,"M",-5.39,11.66,29200000,17220000,2010000
"3345","CONX",75.01,"M",74.73,"M",76508,NA,-50.43,0.1,75010000,74730000,76508
"3346","CONXU",75.01,"M",73.78,"M",672,NA,-87.19,0,75010000,73780000,672
"3347","CONXW",NA,NA,NA,NA,21009,NA,-23.13,NA,NA,NA,21009
"3348","COOLU",40,"M",NA,NA,1731,NA,-88.84,NA,4e+07,NA,1731
"3349","COOP",89.46,"M",71.19,"M",4.38,"M",-8.14,6.15,89460000,71190000,4380000
"3350","CORE",45.09,"M",43.84,"M",578277,NA,-6.35,1.32,45090000,43840000,578277
"3351","CORT",117.31,"M",104.6,"M",10.8,"M",-4.68,10.32,117310000,104600000,10800000
"3352","COST",442.96,"M",441.86,"M",4.33,"M",19.39,0.98,442960000,441860000,4330000
"3353","COUP",72.18,"M",71.37,"M",7.1,"M",0.97,9.95,72180000,71370000,7100000
"3354","COWN",26.8,"M",24.55,"M",5.17,"M",2.77,21.08,26800000,24550000,5170000
"3355","COWNL",NA,NA,NA,NA,1816,NA,19.87,NA,NA,NA,1816
"3356","COWNZ",NA,NA,NA,NA,3784,NA,88.17,NA,NA,NA,3784
"3357","CPAH",6.46,"M",3.2,"M",470,NA,-97.24,0.01,6460000,3200000,470
"3358","CPHC",4.72,"M",2.02,"M",997,NA,22.78,0.05,4720000,2020000,997
"3359","CPIX",15.02,"M",8.51,"M",100744,NA,2.07,1.18,15020000,8510000,100744
"3360","CPLP",18.18,"M",14.75,"M",40453,NA,-23.79,0.27,18180000,14750000,40453
"3361","CPRT",236.32,"M",209.94,"M",1.8,"M",-33.56,0.86,236320000,209940000,1800000
"3362","CPRX",103.65,"M",96.41,"M",9.21,"M",-6.63,9.55,103650000,96410000,9210000
"3363","CPSH",13.3,"M",8.08,"M",716783,NA,74.69,8.87,13300000,8080000,716783
"3364","CPSI",14.51,"M",13.79,"M",363843,NA,-15.32,2.64,14510000,13790000,363843
"3365","CPSS",22.57,"M",12.91,"M",125707,NA,-2.9,0.97,22570000,12910000,125707
"3366","CPST",11.07,"M",12.12,"M",266373,NA,36.25,2.2,11070000,12120000,266373
"3367","CPTA",2.71,"M",2.49,"M",17784,NA,36.93,0.71,2710000,2490000,17784
"3368","CPTAG",NA,NA,NA,NA,4047,NA,-24.38,NA,NA,NA,4047
"3369","CPTAL",NA,NA,NA,NA,4566,NA,13.84,NA,NA,NA,4566
"3370","CRAI",7.78,"M",7.42,"M",67918,NA,0.26,0.91,7780000,7420000,67918
"3371","CRBP",81.71,"M",82.58,"M",22.14,"M",50.76,26.81,81710000,82580000,22140000
"3372","CRDF",30.18,"M",31.99,"M",5.95,"M",-8.23,18.61,30180000,31990000,5950000
"3373","CREE",110.34,"M",109.98,"M",10.31,"M",0.33,9.37,110340000,109980000,10310000
"3374","CREG",3.13,"M",2.69,"M",39236,NA,36.58,1.46,3130000,2690000,39236
"3375","CRESY",NA,NA,59.13,"M",694368,NA,-10.85,1.17,NA,59130000,694368
"3376","CREX",11.74,"M",8.54,"M",237572,NA,7.19,2.78,11740000,8540000,237572
"3377","CREXW",NA,NA,NA,NA,676,NA,-92.65,NA,NA,NA,676
"3378","CRIS",84.47,"M",77.41,"M",2.1,"M",63.52,2.71,84470000,77410000,2100000
"3379","CRKN",13.25,"M",11.76,"M",20969,NA,83.49,0.18,13250000,11760000,20969
"3380","CRMT",6.62,"M",6.04,"M",235953,NA,-3.75,3.91,6620000,6040000,235953
"3381","CRNC",37.71,"M",36.96,"M",4.34,"M",-4.03,11.73,37710000,36960000,4340000
"3382","CRNT",81.14,"M",62.8,"M",2.63,"M",98.85,4.2,81140000,62800000,2630000
"3383","CRNX",32.92,"M",24.26,"M",1.38,"M",-6.85,5.7,32920000,24260000,1380000
"3384","CRON",349.89,"M",181.22,"M",25.94,"M",-0.56,14.31,349890000,181220000,25940000
"3385","CROX",67.5,"M",63.48,"M",2.63,"M",24.65,4.14,67500000,63480000,2630000
"3386","CRSA",NA,NA,NA,NA,301181,NA,-4.57,NA,NA,NA,301181
"3387","CRSAW",NA,NA,NA,NA,9993,NA,334.1,NA,NA,NA,9993
"3388","CRSP",75.43,"M",60.47,"M",3.05,"M",3.54,5.05,75430000,60470000,3050000
"3389","CRSR",91.93,"M",25.29,"M",5.47,"M",63.95,21.64,91930000,25290000,5470000
"3390","CRTD",8.65,"M",1.67,"M",90978,NA,-42.82,5.45,8650000,1670000,90978
"3391","CRTDW",NA,NA,NA,NA,611,NA,-13.58,NA,NA,NA,611
"3392","CRTO",65.04,"M",56.19,"M",335430,NA,52.81,0.6,65040000,56190000,335430
"3393","CRTX",29.5,"M",15.41,"M",2.72,"M",-2.47,17.63,29500000,15410000,2720000
"3394","CRUS",58.05,"M",57.65,"M",1.19,"M",-13.5,2.06,58050000,57650000,1190000
"3395","CRVL",17.88,"M",9.22,"M",208565,NA,-7.15,2.26,17880000,9220000,208565
"3396","CRVS",37.85,"M",29.58,"M",1.24,"M",0.5,4.19,37850000,29580000,1240000
"3397","CRWD",188.28,"M",182.89,"M",8.6,"M",-19.02,4.7,188280000,182890000,8600000
"3398","CRWS",9.98,"M",8.74,"M",9697,NA,-2.94,0.11,9980000,8740000,9697
"3399","CSBR",12.73,"M",4.07,"M",140204,NA,7.09,3.44,12730000,4070000,140204
"3400","CSCO",4.22,"B",4.21,"B",49.41,"M",3.47,1.17,4.22e+09,4.21e+09,49410000
"3401","CSCW",54.86,"M",22.94,"M",2.56,"M",54,11.16,54860000,22940000,2560000
"3402","CSGP",39.42,"M",38.95,"M",348741,NA,-3.2,0.9,39420000,38950000,348741
"3403","CSGS",32.64,"M",31.7,"M",1.81,"M",-9,5.72,32640000,31700000,1810000
"3404","CSII",40.19,"M",38.97,"M",1.44,"M",15.56,3.7,40190000,38970000,1440000
"3405","CSIQ",59.37,"M",45.44,"M",4.4,"M",-3.93,9.68,59370000,45440000,4400000
"3406","CSOD",65.1,"M",56.31,"M",2.15,"M",-3.05,3.81,65100000,56310000,2150000
"3407","CSPI",4.37,"M",3.12,"M",3413,NA,-20.26,0.11,4370000,3120000,3413
"3408","CSSE",6.26,"M",4.26,"M",217938,NA,16.76,5.12,6260000,4260000,217938
"3409","CSSEN",884000,NA,NA,NA,5375,NA,-0.33,NA,884000,NA,5375
"3410","CSSEP",3.7,"M",NA,NA,2569,NA,135.04,NA,3700000,NA,2569
"3411","CSTE",34.43,"M",20.17,"M",155532,NA,2.4,0.77,34430000,20170000,155532
"3412","CSTL",20.16,"M",16.68,"M",1.42,"M",-4.4,8.51,20160000,16680000,1420000
"3413","CSTR",21.99,"M",17.54,"M",110978,NA,14.46,0.63,21990000,17540000,110978
"3414","CSWC",19.87,"M",18.33,"M",99713,NA,75.39,0.54,19870000,18330000,99713
"3415","CSWI",15.65,"M",15.43,"M",141650,NA,-5.23,0.92,15650000,15430000,141650
"3416","CSX",762.51,"M",761.34,"M",6.87,"M",-17.61,0.9,762510000,761340000,6870000
"3417","CTAQU",41.15,"M",NA,NA,951,NA,-90.21,NA,41150000,NA,951
"3418","CTAS",105.03,"M",89.73,"M",1.03,"M",9.82,1.15,105030000,89730000,1030000
"3419","CTBI",17.81,"M",17.25,"M",139166,NA,5.8,0.81,17810000,17250000,139166
"3420","CTG",15.19,"M",12.46,"M",14730,NA,108.85,0.12,15190000,12460000,14730
"3421","CTHR",29.2,"M",23.48,"M",114540,NA,65.83,0.49,29200000,23480000,114540
"3422","CTIB",5.78,"M",3.39,"M",16242,NA,260.29,0.48,5780000,3390000,16242
"3423","CTIC",75.47,"M",68.69,"M",377635,NA,-33.95,0.55,75470000,68690000,377635
"3424","CTMX",60.51,"M",58.78,"M",3.33,"M",-8.62,5.66,60510000,58780000,3330000
"3425","CTRE",95.89,"M",94.17,"M",2.67,"M",4.06,2.83,95890000,94170000,2670000
"3426","CTRM",364.46,"M",363.57,"M",31.02,"M",-13.03,8.53,364460000,363570000,31020000
"3427","CTRN",10.62,"M",9.19,"M",434543,NA,14.17,4.73,10620000,9190000,434543
"3428","CTSH",530.61,"M",528.99,"M",9.43,"M",15.72,1.78,530610000,528990000,9430000
"3429","CTSO",43.18,"M",38.27,"M",2.44,"M",-16.38,6.39,43180000,38270000,2440000
"3430","CTXR",74.95,"M",38.29,"M",2.8,"M",15.58,7.3,74950000,38290000,2800000
"3431","CTXRW",NA,NA,NA,NA,492,NA,-44.84,NA,NA,NA,492
"3432","CTXS",123.12,"M",121.64,"M",5.13,"M",0.34,4.22,123120000,121640000,5130000
"3433","CUE",29.5,"M",27.01,"M",2.76,"M",-5.88,10.22,29500000,27010000,2760000
"3434","CURI",47.78,"M",18.43,"M",1.95,"M",86.41,10.56,47780000,18430000,1950000
"3435","CURIW",NA,NA,NA,NA,38987,NA,-11.73,NA,NA,NA,38987
"3436","CUTR",17.63,"M",16.93,"M",574999,NA,-12.52,3.4,17630000,16930000,574999
"3437","CVAC",186.91,"M",46.24,"M",672026,NA,-46.44,1.45,186910000,46240000,672026
"3438","CVBF",135.6,"M",127.66,"M",2.91,"M",0.51,2.28,135600000,127660000,2910000
"3439","CVCO",9.19,"M",8.62,"M",157574,NA,7.82,1.83,9190000,8620000,157574
"3440","CVCY",12.51,"M",10.56,"M",151546,NA,35.84,1.44,12510000,10560000,151546
"3441","CVET",127.23,"M",81.76,"M",5.82,"M",-2.74,7.11,127230000,81760000,5820000
"3442","CVGI",32.43,"M",28.83,"M",830162,NA,15.29,2.88,32430000,28830000,830162
"3443","CVGW",17.66,"M",16.3,"M",1.33,"M",-8.8,8.16,17660000,16300000,1330000
"3444","CVLG",14.74,"M",11.08,"M",473526,NA,20.82,4.27,14740000,11080000,473526
"3445","CVLT",47,"M",45.54,"M",1.41,"M",-11.78,3.1,4.7e+07,45540000,1410000
"3446","CVLY",9.82,"M",9.38,"M",98837,NA,12.64,1.05,9820000,9380000,98837
"3447","CVV",6.65,"M",4.99,"M",9135,NA,54.73,0.18,6650000,4990000,9135
"3448","CWBC",8.47,"M",5.71,"M",4101,NA,47.89,0.07,8470000,5710000,4101
"3449","CWBR",61.12,"M",47.36,"M",2.87,"M",-0.13,6.05,61120000,47360000,2870000
"3450","CWCO",15.12,"M",14.3,"M",195838,NA,-1.47,1.37,15120000,14300000,195838
"3451","CWST",50.1,"M",49,"M",721248,NA,-11.05,1.47,50100000,4.9e+07,721248
"3452","CXDC",70.55,"M",18.67,"M",57266,NA,32.22,0.31,70550000,18670000,57266
"3453","CXDO",17.96,"M",7.31,"M",164672,NA,31.84,2.25,17960000,7310000,164672
"3454","CYAD",14.21,"M",NA,NA,210951,NA,-0.63,NA,14210000,NA,210951
"3455","CYAN",6.1,"M",4.54,"M",1009,NA,-74.51,0.02,6100000,4540000,1009
"3456","CYBE",7.25,"M",6.96,"M",208324,NA,-2.69,2.99,7250000,6960000,208324
"3457","CYBR",38.73,"M",38.15,"M",1.93,"M",-14.64,5.06,38730000,38150000,1930000
"3458","CYCC",5.35,"M",3.6,"M",1.03,"M",25.93,28.49,5350000,3600000,1030000
"3459","CYCCP",NA,NA,NA,NA,910,NA,55.29,NA,NA,NA,910
"3460","CYCN",33.96,"M",29.23,"M",688746,NA,12.61,2.36,33960000,29230000,688746
"3461","CYRN",74.74,"M",31.38,"M",458066,NA,143.31,1.46,74740000,31380000,458066
"3462","CYRX",44.25,"M",35.19,"M",3.35,"M",1.08,9.52,44250000,35190000,3350000
"3463","CYTH",4.57,"M",3.8,"M",127682,NA,-42.06,3.36,4570000,3800000,127682
"3464","CYTHW",NA,NA,NA,NA,900,NA,0,NA,NA,NA,900
"3465","CYTK",70.78,"M",65.35,"M",9.2,"M",-3.7,14.08,70780000,65350000,9200000
"3466","CZNC",15.91,"M",15.26,"M",137084,NA,-10.68,0.9,15910000,15260000,137084
"3467","CZR",160.83,"M",197.08,"M",9.6,"M",0.61,4.87,160830000,197080000,9600000
"3468","CZWI",11.06,"M",10.4,"M",57242,NA,-34.96,0.55,11060000,10400000,57242
"3469","DADA",233.61,"M",212.03,"M",2.08,"M",-45.93,0.98,233610000,212030000,2080000
"3470","DAIO",8.42,"M",7.31,"M",49860,NA,-23.2,0.68,8420000,7310000,49860
"3471","DAKT",62.75,"M",36.88,"M",1.18,"M",-18.51,3.19,62750000,36880000,1180000
"3472","DARE",41.6,"M",38.46,"M",1.43,"M",10.95,3.73,41600000,38460000,1430000
"3473","DBDR",23.16,"M",NA,NA,57947,NA,42.26,NA,23160000,NA,57947
"3474","DBDRU",23.16,"M",NA,NA,2461,NA,3.01,NA,23160000,NA,2461
"3475","DBDRW",NA,NA,NA,NA,32810,NA,13.98,NA,NA,NA,32810
"3476","DBVT",109.85,"M",109.54,"M",1.45,"M",-4.92,1.33,109850000,109540000,1450000
"3477","DBX",318.59,"M",298.19,"M",16.03,"M",-4.14,5.37,318590000,298190000,16030000
"3478","DCBO",32.63,"M",13.36,"M",157216,NA,6.45,1.18,32630000,13360000,157216
"3479","DCOM",41.2,"M",39.21,"M",1.15,"M",-7.52,2.94,41200000,39210000,1150000
"3480","DCOMP",5.3,"M",NA,NA,6108,NA,131.45,NA,5300000,NA,6108
"3481","DCPH",56.93,"M",38.69,"M",2.71,"M",-15.14,7.01,56930000,38690000,2710000
"3482","DCRB",22.57,"M",NA,NA,514965,NA,919.73,NA,22570000,NA,514965
"3483","DCRBU",20,"M",22.48,"M",54869,NA,-8.86,0.24,2e+07,22480000,54869
"3484","DCRBW",NA,NA,NA,NA,61545,NA,116.49,NA,NA,NA,61545
"3485","DCRNU",40.25,"M",NA,NA,34198,NA,0,NA,40250000,NA,34198
"3486","DCT",131.02,"M",65.21,"M",3.72,"M",-10.8,5.7,131020000,65210000,3720000
"3487","DCTH",5.95,"M",5.29,"M",497180,NA,21.35,9.4,5950000,5290000,497180
"3488","DDMX",12.87,"M",5.82,"M",25509,NA,21517.8,0.44,12870000,5820000,25509
"3489","DDMXU",12.87,"M",NA,NA,483,NA,-88.6,NA,12870000,NA,483
"3490","DDMXW",NA,NA,NA,NA,7546,NA,2918.4,NA,NA,NA,7546
"3491","DDOG",189.8,"M",170.39,"M",13.85,"M",-16.17,8.13,189800000,170390000,13850000
"3492","DENN",63.77,"M",61.44,"M",3.94,"M",5.94,6.41,63770000,61440000,3940000
"3493","DFFN",97.29,"M",67.87,"M",517864,NA,-32.17,0.76,97290000,67870000,517864
"3494","DFH",32.3,"M",17.28,"M",624377,NA,20.87,3.61,32300000,17280000,624377
"3495","DFHT",14.38,"M",14.22,"M",265648,NA,-16.33,1.87,14380000,14220000,265648
"3496","DFHTU",14.38,"M",14.18,"M",503,NA,0,0,14380000,14180000,503
"3497","DFHTW",NA,NA,NA,NA,9044,NA,-50.69,NA,NA,NA,9044
"3498","DFPH",23,"M",NA,NA,39468,NA,-77.47,NA,2.3e+07,NA,39468
"3499","DFPHW",NA,NA,NA,NA,3076,NA,-81.64,NA,NA,NA,3076
"3500","DGICA",23.53,"M",13,"M",119498,NA,-7.98,0.92,23530000,1.3e+07,119498
"3501","DGICB",NA,NA,732037,NA,699,NA,399.29,0.1,NA,732037,699
"3502","DGII",29.71,"M",28.61,"M",518063,NA,9.51,1.81,29710000,28610000,518063
"3503","DGLY",30.08,"M",26.79,"M",5.81,"M",12.83,21.68,30080000,26790000,5810000
"3504","DGNS",27.6,"M",NA,NA,21557,NA,541.2,NA,27600000,NA,21557
"3505","DHC",237.95,"M",237.74,"M",12.36,"M",-8.18,5.2,237950000,237740000,12360000
"3506","DHCNI",NA,NA,NA,NA,6779,NA,-73.24,NA,NA,NA,6779
"3507","DHCNL",NA,NA,NA,NA,5418,NA,-35.66,NA,NA,NA,5418
"3508","DHHCU",34.5,"M",NA,NA,18871,NA,95.35,NA,34500000,NA,18871
"3509","DHIL",3.16,"M",3.01,"M",52435,NA,-1.5,1.74,3160000,3010000,52435
"3510","DIOD",44.28,"M",35.78,"M",673822,NA,0.47,1.88,44280000,35780000,673822
"3511","DISCA",160.47,"M",156.5,"M",44.23,"M",-2.83,28.26,160470000,156500000,44230000
