"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"1738","ORC",85.12,"M",84.82,"M",6.19,"M",16.86,7.3,85120000,84820000,6190000
"1739","ORCC",391.4,"M",374.78,"M",452191,NA,-1.98,0.12,391400000,374780000,452191
"1740","ORCL",2.94,"B",1.8,"B",28.4,"M",16.11,1.58,2.94e+09,1.8e+09,28400000
"1741","ORI",304.06,"M",282.09,"M",5.16,"M",39.8,1.83,304060000,282090000,5160000
"1742","ORN",30.42,"M",28.1,"M",232331,NA,7.96,0.83,30420000,28100000,232331
"1743","OSG",86.34,"M",68.21,"M",764313,NA,-11.49,1.12,86340000,68210000,764313
"1744","OSH",240.83,"M",85.77,"M",4.68,"M",14.15,5.46,240830000,85770000,4680000
"1745","OSK",68.38,"M",67.58,"M",986627,NA,-18.01,1.46,68380000,67580000,986627
"1746","OTIS",433.67,"M",433.51,"M",3.83,"M",-37.11,0.88,433670000,433510000,3830000
"1747","OUT",144.43,"M",139.74,"M",3.98,"M",11.76,2.85,144430000,139740000,3980000
"1748","OVV",259.86,"M",252.79,"M",12.13,"M",-15.78,4.8,259860000,252790000,12130000
"1749","OXM",16.88,"M",16.29,"M",684985,NA,-11.14,4.2,16880000,16290000,684985
"1750","OXY",931.21,"M",928.69,"M",30.58,"M",6.54,3.29,931210000,928690000,30580000
"1751","PAC",NA,NA,44.14,"M",199217,NA,-2.15,0.45,NA,44140000,199217
"1752","PACE",45,"M",44.75,"M",948511,NA,104.03,2.12,4.5e+07,44750000,948511
"1753","PACK",69,"M",62.4,"M",818873,NA,-8.02,1.31,6.9e+07,62400000,818873
"1754","PAG",80.39,"M",31.54,"M",2.3,"M",-10.58,7.28,80390000,31540000,2300000
"1755","PAGS",329.02,"M",178.26,"M",15.65,"M",5.95,8.78,329020000,178260000,15650000
"1756","PAM",69.91,"M",58.18,"M",668384,NA,-3.97,1.15,69910000,58180000,668384
"1757","PANW",97.24,"M",93.68,"M",5.28,"M",14.57,5.64,97240000,93680000,5280000
"1758","PAR",21.62,"M",20.05,"M",2.7,"M",2.29,13.46,21620000,20050000,2700000
"1759","PARR",53.98,"M",53,"M",2.08,"M",-2.13,3.93,53980000,5.3e+07,2080000
"1760","PAYC",60.19,"M",50.32,"M",807521,NA,-3.7,1.6,60190000,50320000,807521
"1761","PB",92.57,"M",88.28,"M",1.25,"M",-27.68,1.41,92570000,88280000,1250000
"1762","PBA",549.84,"M",548.69,"M",4.83,"M",4.8,0.88,549840000,548690000,4830000
"1763","PBC",NA,NA,NA,NA,2929,NA,427.75,NA,NA,NA,2929
"1764","PBF",120.1,"M",95.06,"M",18.61,"M",26.28,19.57,120100000,95060000,18610000
"1765","PBFX",62.37,"M",24,"M",1.11,"M",8.63,4.62,62370000,2.4e+07,1110000
"1766","PBH",49.86,"M",49.42,"M",3.47,"M",-1.51,7.02,49860000,49420000,3470000
"1767","PBI",173.27,"M",163.7,"M",7.6,"M",0.78,4.65,173270000,163700000,7600000
"1768","PBI.PRB",NA,NA,NA,NA,8132,NA,-51.15,NA,NA,NA,8132
"1769","PBR",3.72,"B",3.72,"B",24.05,"M",-30.03,0.65,3.72e+09,3.72e+09,24050000
"1770","PBR.A",NA,NA,NA,NA,4.63,"M",-17.4,NA,NA,NA,4630000
"1771","PBT",NA,NA,41.95,"M",157136,NA,-2.36,0.37,NA,41950000,157136
"1772","PBY",2.83,"M",NA,NA,1626,NA,-18.9,NA,2830000,NA,1626
"1773","PCG",1.98,"B",1.44,"B",61.14,"M",-2.19,4.25,1.98e+09,1.44e+09,61140000
"1774","PCGU",545.79,"M",NA,NA,18051,NA,-64.65,NA,545790000,NA,18051
"1775","PCPC.U",14.62,"M",15.66,"M",308,NA,-79.29,0,14620000,15660000,308
"1776","PD",79.53,"M",69.26,"M",6.97,"M",-13.41,10.06,79530000,69260000,6970000
"1777","PDAC",30,"M",NA,NA,194099,NA,-10.16,NA,3e+07,NA,194099
"1778","PDM",123.96,"M",122.15,"M",3.25,"M",0.39,2.66,123960000,122150000,3250000
"1779","PDO",100,"M",NA,NA,9592,NA,-85.82,NA,1e+08,NA,9592
"1780","PDS",13.73,"M",13.58,"M",235970,NA,-12.51,1.74,13730000,13580000,235970
"1781","PEAK",538.69,"M",537.12,"M",7.42,"M",-0.99,1.38,538690000,537120000,7420000
"1782","PEB",131.32,"M",127.76,"M",13.75,"M",4.66,10.76,131320000,127760000,13750000
"1783","PEB.PRC",NA,NA,NA,NA,12668,NA,16.09,NA,NA,NA,12668
"1784","PEB.PRD",NA,NA,NA,NA,10812,NA,15.97,NA,NA,NA,10812
"1785","PEB.PRE",NA,NA,NA,NA,40426,NA,-3.06,NA,NA,NA,40426
"1786","PEB.PRF",NA,NA,NA,NA,3135,NA,-44.29,NA,NA,NA,3135
"1787","PEG",505.85,"M",505.01,"M",4.59,"M",-2.48,0.91,505850000,505010000,4590000
"1788","PEI",79.54,"M",61.83,"M",10.81,"M",3.15,17.48,79540000,61830000,10810000
"1789","PEI.PRB",NA,NA,NA,NA,450,NA,-85.09,NA,NA,NA,450
"1790","PEI.PRC",NA,NA,NA,NA,928746,NA,-4.76,NA,NA,NA,928746
"1791","PEI.PRD",NA,NA,NA,NA,46598,NA,-28.75,NA,NA,NA,46598
"1792","PEN",36.45,"M",34.02,"M",3.32,"M",-9.28,9.76,36450000,34020000,3320000
"1793","PFE",5.56,"B",5.56,"B",63.12,"M",0.03,1.14,5.56e+09,5.56e+09,63120000
"1794","PFGC",133.75,"M",130,"M",3.16,"M",-0.06,2.43,133750000,1.3e+08,3160000
"1795","PFH",20,"M",NA,NA,482746,NA,21.9,NA,2e+07,NA,482746
"1796","PFS",77.61,"M",60.52,"M",897998,NA,-22.19,1.48,77610000,60520000,897998
"1797","PFSI",72.44,"M",56.76,"M",2.55,"M",-8.32,4.48,72440000,56760000,2550000
"1798","PG",2.46,"B",2.46,"B",14.84,"M",6.05,0.6,2.46e+09,2.46e+09,14840000
"1799","PGR",585.7,"M",583.76,"M",5.33,"M",1.92,0.91,585700000,583760000,5330000
"1800","PGRE",218.99,"M",185.18,"M",5.3,"M",2.28,2.86,218990000,185180000,5300000
"1801","PGTI",58.96,"M",56.43,"M",1.02,"M",-6.72,1.8,58960000,56430000,1020000
"1802","PH",129.08,"M",128.38,"M",1.36,"M",75.49,1.06,129080000,128380000,1360000
"1803","PHG",905.13,"M",908.01,"M",1.6,"M",-4.33,0.18,905130000,908010000,1600000
"1804","PHI",NA,NA,NA,NA,1.05,"M",66.59,NA,NA,NA,1050000
"1805","PHM",265.89,"M",262.86,"M",6.11,"M",-2.62,2.32,265890000,262860000,6110000
"1806","PHR",42.88,"M",31.42,"M",1.31,"M",-24.4,4.17,42880000,31420000,1310000
"1807","PHX",22.39,"M",17.65,"M",114807,NA,9.49,0.65,22390000,17650000,114807
"1808","PIAI",32.41,"M",NA,NA,139224,NA,3.5,NA,32410000,NA,139224
"1809","PII",61.97,"M",57.73,"M",1.85,"M",15.99,3.2,61970000,57730000,1850000
"1810","PINE",7.46,"M",6.07,"M",87716,NA,-3.77,1.44,7460000,6070000,87716
"1811","PING",81.11,"M",41.64,"M",3.86,"M",0.4,9.27,81110000,41640000,3860000
"1812","PINS",510.86,"M",521.69,"M",21.1,"M",7.46,4.04,510860000,521690000,21100000
"1813","PIPP",21.84,"M",NA,NA,246650,NA,-21.71,NA,21840000,NA,246650
"1814","PIPR",17.87,"M",17.34,"M",173236,NA,-17.98,1,17870000,17340000,173236
"1815","PJT",23.83,"M",21.89,"M",508896,NA,-5.14,2.32,23830000,21890000,508896
"1816","PK",235.6,"M",230.95,"M",13.55,"M",12.65,5.87,235600000,230950000,13550000
"1817","PKE",20.38,"M",18.89,"M",438775,NA,-6.6,2.32,20380000,18890000,438775
"1818","PKG",94.83,"M",93.45,"M",1.23,"M",3.13,1.31,94830000,93450000,1230000
"1819","PKI",111.97,"M",110.98,"M",2.37,"M",-2.11,2.13,111970000,110980000,2370000
"1820","PKX",NA,NA,313.75,"M",421326,NA,3.69,0.13,NA,313750000,421326
"1821","PLAN",141.89,"M",127.9,"M",11.05,"M",-6.47,8.64,141890000,127900000,11050000
"1822","PLD",739.5,"M",735.44,"M",8.23,"M",5.36,1.12,739500000,735440000,8230000
"1823","PLNT",81.82,"M",82.25,"M",5.9,"M",-4.72,7.17,81820000,82250000,5900000
"1824","PLOW",22.8,"M",22.26,"M",318642,NA,6.3,1.43,22800000,22260000,318642
"1825","PLT",41.26,"M",40.28,"M",2.6,"M",-15.17,6.45,41260000,40280000,2600000
"1826","PLTR",1.47,"B",1.16,"B",76.97,"M",25.97,6.62,1.47e+09,1.16e+09,76970000
"1827","PLYM",24.71,"M",22.79,"M",741789,NA,5.76,3.25,24710000,22790000,741789
"1828","PM",1.56,"B",1.55,"B",10,"M",6.57,0.64,1.56e+09,1.55e+09,1e+07
"1829","PMT",97.86,"M",95.85,"M",2.7,"M",-1.39,2.81,97860000,95850000,2700000
"1830","PMT.PRA",NA,NA,NA,NA,11777,NA,87.41,NA,NA,NA,11777
"1831","PMT.PRB",NA,NA,NA,NA,15778,NA,26.57,NA,NA,NA,15778
"1832","PMVC",17.5,"M",17.4,"M",95923,NA,7.01,0.55,17500000,17400000,95923
"1833","PNC",423.7,"M",422.37,"M",5.72,"M",9.34,1.36,423700000,422370000,5720000
"1834","PNC.PRP",NA,NA,NA,NA,35154,NA,68.76,NA,NA,NA,35154
"1835","PNM",85.83,"M",84.83,"M",2.64,"M",-19.5,3.11,85830000,84830000,2640000
"1836","PNR",166.06,"M",165.43,"M",3.25,"M",-2.62,1.96,166060000,165430000,3250000
"1837","PNW",112.69,"M",112.28,"M",2.53,"M",-16.06,2.25,112690000,112280000,2530000
"1838","POR",89.54,"M",89.09,"M",1.13,"M",-18.37,1.27,89540000,89090000,1130000
"1839","POST",65.88,"M",59.1,"M",1.97,"M",4.54,3.33,65880000,59100000,1970000
"1840","PPG",236.79,"M",236.4,"M",3.83,"M",5.1,1.62,236790000,236400000,3830000
"1841","PPL",768.98,"M",768.41,"M",11.22,"M",-0.39,1.46,768980000,768410000,11220000
"1842","PPX",NA,NA,NA,NA,14631,NA,0.92,NA,NA,NA,14631
"1843","PQG",136.34,"M",37.81,"M",542814,NA,3.72,1.44,136340000,37810000,542814
"1844","PRA",53.89,"M",53.22,"M",1.06,"M",25.28,1.99,53890000,53220000,1060000
"1845","PRE.PRG",NA,NA,NA,NA,1688,NA,49.91,NA,NA,NA,1688
"1846","PRE.PRH",NA,NA,NA,NA,40629,NA,-5.41,NA,NA,NA,40629
"1847","PRE.PRI",NA,NA,NA,NA,8924,NA,-15.3,NA,NA,NA,8924
"1848","PRG",67.56,"M",66.57,"M",2.07,"M",-3.93,3.11,67560000,66570000,2070000
"1849","PRGO",136.48,"M",136.2,"M",7.28,"M",21.5,5.34,136480000,136200000,7280000
"1850","PRI",39.3,"M",39.04,"M",222463,NA,-53.6,0.57,39300000,39040000,222463
"1851","PRIF.PRA",NA,NA,NA,NA,1088,NA,806.67,NA,NA,NA,1088
"1852","PRIF.PRB",NA,NA,NA,NA,2666,NA,47.29,NA,NA,NA,2666
"1853","PRIF.PRC",NA,NA,NA,NA,2396,NA,5.18,NA,NA,NA,2396
"1854","PRIF.PRD",NA,NA,NA,NA,2057,NA,-26.09,NA,NA,NA,2057
"1855","PRIF.PRE",1.04,"M",NA,NA,641,NA,-73.73,NA,1040000,NA,641
"1856","PRIF.PRF",1.3,"M",NA,NA,2417,NA,9.12,NA,1300000,NA,2417
"1857","PRLB",27.6,"M",27.39,"M",1.91,"M",-8.15,6.98,27600000,27390000,1910000
"1858","PRMW",160.09,"M",154.97,"M",3.77,"M",-7.69,2.43,160090000,154970000,3770000
"1859","PRO",43.46,"M",39.51,"M",4.32,"M",0.46,10.94,43460000,39510000,4320000
"1860","PROS",43.66,"M",26.75,"M",34302,NA,-17.17,0.13,43660000,26750000,34302
"1861","PRPB",82.8,"M",81.93,"M",68117,NA,-4.47,0.08,82800000,81930000,68117
"1862","PRS",NA,NA,NA,NA,8548,NA,-78.57,NA,NA,NA,8548
"1863","PRSP",161.07,"M",136.82,"M",4.94,"M",87.15,3.61,161070000,136820000,4940000
"1864","PRT",NA,NA,12.16,"M",40238,NA,361.39,0.33,NA,12160000,40238
"1865","PRTY",110.65,"M",100.22,"M",6.31,"M",-0.27,6.29,110650000,100220000,6310000
"1866","PRU",397,"M",396.11,"M",4.91,"M",13.86,1.24,3.97e+08,396110000,4910000
"1867","PSA",174.8,"M",151.88,"M",2.94,"M",2.24,1.94,174800000,151880000,2940000
"1868","PSA.PRC",NA,NA,NA,NA,13009,NA,-14.39,NA,NA,NA,13009
"1869","PSA.PRD",NA,NA,NA,NA,3903,NA,-13.92,NA,NA,NA,3903
"1870","PSA.PRE",NA,NA,NA,NA,3305,NA,-55.89,NA,NA,NA,3305
"1871","PSA.PRF",NA,NA,NA,NA,14962,NA,-10.27,NA,NA,NA,14962
"1872","PSA.PRG",NA,NA,NA,NA,48933,NA,9.45,NA,NA,NA,48933
"1873","PSA.PRH",NA,NA,NA,NA,33894,NA,9.12,NA,NA,NA,33894
"1874","PSA.PRI",NA,NA,NA,NA,31469,NA,4.44,NA,NA,NA,31469
"1875","PSA.PRJ",NA,NA,NA,NA,33928,NA,-0.16,NA,NA,NA,33928
"1876","PSA.PRK",9.2,"M",NA,NA,60730,NA,-29.15,NA,9200000,NA,60730
"1877","PSA.PRL",22.6,"M",NA,NA,27268,NA,25.6,NA,22600000,NA,27268
"1878","PSA.PRM",9.2,"M",NA,NA,105566,NA,20.94,NA,9200000,NA,105566
"1879","PSA.PRN",11.3,"M",NA,NA,175578,NA,-56.51,NA,11300000,NA,175578
"1880","PSA.PRO",6,"M",NA,NA,103259,NA,-13.27,NA,6e+06,NA,103259
"1881","PSB",27.49,"M",20.01,"M",358722,NA,5.42,1.79,27490000,20010000,358722
"1882","PSB.PRW",NA,NA,NA,NA,3149,NA,-21.49,NA,NA,NA,3149
"1883","PSB.PRX",NA,NA,NA,NA,6928,NA,37.22,NA,NA,NA,6928
"1884","PSB.PRY",NA,NA,NA,NA,6442,NA,-32.47,NA,NA,NA,6442
"1885","PSB.PRZ",NA,NA,NA,NA,56100,NA,59.99,NA,NA,NA,56100
"1886","PSN",102.36,"M",100.39,"M",2.86,"M",-11.44,2.85,102360000,100390000,2860000
"1887","PSO",753.69,"M",750.38,"M",1.6,"M",-10.49,0.21,753690000,750380000,1600000
"1888","PSTG",268.21,"M",253,"M",15.96,"M",0.74,6.31,268210000,2.53e+08,15960000
"1889","PSTH",200,"M",199.71,"M",1.54,"M",-13.43,0.77,2e+08,199710000,1540000
"1890","PSTL",13.18,"M",8.67,"M",9613,NA,-44.97,0.11,13180000,8670000,9613
"1891","PSX",436.8,"M",435.79,"M",11.73,"M",-3.6,2.69,436800000,435790000,11730000
"1892","PSXP",228.34,"M",53.93,"M",2.52,"M",8.38,4.67,228340000,53930000,2520000
"1893","PTR",NA,NA,210.98,"M",394818,NA,10.21,0.19,NA,210980000,394818
"1894","PUK",1.3,"B",NA,NA,251498,NA,-23.1,NA,1.3e+09,NA,251498
"1895","PUK.PR",NA,NA,NA,NA,48617,NA,19.46,NA,NA,NA,48617
"1896","PUK.PRA",NA,NA,NA,NA,8763,NA,37.39,NA,NA,NA,8763
"1897","PUMP",100.9,"M",71.96,"M",1.56,"M",-12.1,2.17,100900000,71960000,1560000
"1898","PVG",187.43,"M",180.78,"M",7.52,"M",3.02,4.16,187430000,180780000,7520000
"1899","PVH",71.1,"M",70.72,"M",1.91,"M",14.73,2.7,71100000,70720000,1910000
"1900","PVL",NA,NA,22.51,"M",27426,NA,2998.98,0.12,NA,22510000,27426
"1901","PWR",138.86,"M",137.24,"M",2,"M",2,1.46,138860000,137240000,2e+06
"1902","PXD",216.52,"M",214.07,"M",5.95,"M",15.67,2.78,216520000,214070000,5950000
"1903","PYS",NA,NA,NA,NA,278,NA,-15.5,NA,NA,NA,278
"1904","PYT",NA,NA,NA,NA,219,NA,-80.18,NA,NA,NA,219
"1905","PZN",16.84,"M",16.49,"M",168494,NA,5.95,1.02,16840000,16490000,168494
"1906","QD",190.23,"M",NA,NA,6.76,"M",-0.06,NA,190230000,NA,6760000
"1907","QEP",242.57,"M",238.12,"M",1.61,"M",-33.19,0.68,242570000,238120000,1610000
"1908","QGEN",228.49,"M",227.31,"M",4.07,"M",3.6,1.79,228490000,227310000,4070000
"1909","QS",210.34,"M",124.42,"M",9.85,"M",16.1,7.92,210340000,124420000,9850000
"1910","QSR",305.14,"M",294.35,"M",7.38,"M",-3.72,2.51,305140000,294350000,7380000
"1911","QTS",64.58,"M",64.15,"M",8.58,"M",6.49,13.38,64580000,64150000,8580000
"1912","QTS.PRA",NA,NA,NA,NA,47445,NA,-0.75,NA,NA,NA,47445
"1913","QTS.PRB",3.16,"M",NA,NA,18803,NA,5.24,NA,3160000,NA,18803
"1914","QTWO",55.6,"M",52.16,"M",5.33,"M",-7.1,10.22,55600000,52160000,5330000
"1915","QUAD",41.66,"M",31.85,"M",1.29,"M",-32.71,4.05,41660000,31850000,1290000
"1916","QUOT",90.45,"M",85.3,"M",3.05,"M",8.25,3.58,90450000,85300000,3050000
"1917","QVCC",NA,NA,NA,NA,18613,NA,114.31,NA,NA,NA,18613
"1918","QVCD",NA,NA,NA,NA,6895,NA,-13.19,NA,NA,NA,6895
"1919","R",53.7,"M",52.76,"M",1.07,"M",-3.95,2.02,53700000,52760000,1070000
"1920","RACE",184.75,"M",115.34,"M",1.22,"M",18.78,1.06,184750000,115340000,1220000
"1921","RAD",55.22,"M",53.58,"M",7.27,"M",-25.27,13.57,55220000,53580000,7270000
"1922","RAMP",66.92,"M",64.45,"M",1.78,"M",61.92,2.76,66920000,64450000,1780000
"1923","RBA",109.91,"M",109.63,"M",1.25,"M",6.79,1.14,109910000,109630000,1250000
"1924","RBAC",57.5,"M",56.7,"M",75925,NA,-92.92,0.13,57500000,56700000,75925
"1925","RBC",40.61,"M",39.8,"M",363895,NA,-23.58,0.91,40610000,39800000,363895
"1926","RC",55.24,"M",54.39,"M",2.52,"M",8.52,4.63,55240000,54390000,2520000
"1927","RCA",NA,NA,NA,NA,155985,NA,2583.38,NA,NA,NA,155985
"1928","RCB",NA,NA,NA,NA,4583,NA,-31.33,NA,NA,NA,4583
"1929","RCI",393.77,"M",348.65,"M",2.82,"M",45.52,0.81,393770000,348650000,2820000
"1930","RCL",237.4,"M",198.15,"M",11.25,"M",0.47,5.68,237400000,198150000,11250000
"1931","RCP",NA,NA,NA,NA,101,NA,-56.84,NA,NA,NA,101
"1932","RCUS",64.92,"M",36.17,"M",5.9,"M",-1.42,16.31,64920000,36170000,5900000
"1933","RDN",191.56,"M",190.8,"M",9.94,"M",-22.43,5.21,191560000,190800000,9940000
"1934","RDS.A",2.05,"B",2.04,"B",7.86,"M",-0.47,0.39,2.05e+09,2.04e+09,7860000
"1935","RDY",166.29,"M",166.22,"M",1.16,"M",6.2,0.69,166290000,166220000,1160000
"1936","RE",39.98,"M",39.28,"M",619512,NA,1.58,1.58,39980000,39280000,619512
"1937","RELX",1.93,"B",1.93,"B",2.81,"M",17.01,0.15,1.93e+09,1.93e+09,2810000
"1938","RENN",16.79,"M",15.15,"M",42086,NA,6.91,0.28,16790000,15150000,42086
"1939","RES",215.07,"M",57.94,"M",9.02,"M",-6.18,15.56,215070000,57940000,9020000
"1940","REV",53.33,"M",6.81,"M",1.94,"M",3.18,28.52,53330000,6810000,1940000
"1941","REVG",63.81,"M",27.29,"M",1.15,"M",6.3,4.23,63810000,27290000,1150000
"1942","REX",5.99,"M",5.26,"M",151855,NA,3.71,2.88,5990000,5260000,151855
"1943","REXR",131.43,"M",130.69,"M",1.56,"M",-28.4,1.19,131430000,130690000,1560000
"1944","REXR.PRA",NA,NA,NA,NA,1769,NA,-13.45,NA,NA,NA,1769
"1945","REXR.PRB",NA,NA,NA,NA,7400,NA,267.79,NA,NA,NA,7400
"1946","REXR.PRC",NA,NA,NA,NA,6680,NA,-24.88,NA,NA,NA,6680
"1947","REZI",140.49,"M",142.35,"M",2.56,"M",-6.53,1.8,140490000,142350000,2560000
"1948","RF",960.67,"M",956.38,"M",25.64,"M",12.86,2.68,960670000,956380000,25640000
"1949","RF.PRA",NA,NA,NA,NA,23480,NA,-14.18,NA,NA,NA,23480
"1950","RF.PRB",NA,NA,NA,NA,18664,NA,-10.11,NA,NA,NA,18664
"1951","RFL",15.64,"M",13.87,"M",286881,NA,18.03,2.07,15640000,13870000,286881
"1952","RFP",81.53,"M",79.69,"M",1.3,"M",55.33,1.63,81530000,79690000,1300000
"1953","RGA",67.96,"M",67.61,"M",563143,NA,-42.77,0.83,67960000,67610000,563143
"1954","RGR",17.55,"M",17.08,"M",950036,NA,2.5,5.56,17550000,17080000,950036
"1955","RGS",35.79,"M",33.35,"M",5.73,"M",-5.09,17.19,35790000,33350000,5730000
"1956","RH",20.4,"M",18.24,"M",2.13,"M",-3.75,11.67,20400000,18240000,2130000
"1957","RHI",113.12,"M",109.79,"M",5.33,"M",-12.51,4.85,113120000,109790000,5330000
"1958","RHP",54.98,"M",52,"M",2.06,"M",-6.45,3.97,54980000,5.2e+07,2060000
"1959","RICE",23.73,"M",23.72,"M",119844,NA,50.23,0.51,23730000,23720000,119844
"1960","RIG",615.14,"M",579.42,"M",65.37,"M",-12.83,11.28,615140000,579420000,65370000
"1961","RIO",1.25,"B",1.25,"B",7.57,"M",30.9,0.61,1.25e+09,1.25e+09,7570000
"1962","RJF",137.71,"M",121.93,"M",1.79,"M",-1.04,1.47,137710000,121930000,1790000
"1963","RKT",100.37,"M",108.45,"M",43.09,"M",21.81,39.73,100370000,108450000,43090000
"1964","RL",48.24,"M",47.31,"M",2.84,"M",24.83,6,48240000,47310000,2840000
"1965","RLGY",115.5,"M",113.29,"M",12.67,"M",-1.68,11.18,115500000,113290000,12670000
"1966","RLH",25.5,"M",24.54,"M",1.06,"M",-0.47,4.33,25500000,24540000,1060000
"1967","RLI",45.15,"M",39.71,"M",906630,NA,-3.84,2.28,45150000,39710000,906630
"1968","RLJ",165.02,"M",162.59,"M",12.01,"M",-6.03,7.39,165020000,162590000,12010000
"1969","RLJ.PRA",12.88,"M",NA,NA,27567,NA,12.03,NA,12880000,NA,27567
"1970","RLX",116.5,"M",NA,NA,6.41,"M",19.53,NA,116500000,NA,6410000
"1971","RM",11.34,"M",10.15,"M",276710,NA,-15.83,2.73,11340000,10150000,276710
"1972","RMAX",18.56,"M",17.8,"M",674502,NA,-2.64,3.79,18560000,17800000,674502
"1973","RMD",145.51,"M",144.12,"M",1.19,"M",9.26,0.83,145510000,144120000,1190000
"1974","RMO",126.79,"M",89.03,"M",4.8,"M",-44.99,5.39,126790000,89030000,4800000
"1975","RMPL.PR",NA,NA,NA,NA,291,NA,-42.03,NA,NA,NA,291
"1976","RNG",79.33,"M",77.56,"M",4.88,"M",-0.55,6.29,79330000,77560000,4880000
"1977","RNGR",8.53,"M",4.6,"M",2008,NA,-74.79,0.04,8530000,4600000,2008
"1978","RNR",50.81,"M",49.95,"M",697303,NA,28.19,1.4,50810000,49950000,697303
"1979","RNR.PRE",NA,NA,NA,NA,7426,NA,27.59,NA,NA,NA,7426
"1980","RNR.PRF",NA,NA,NA,NA,109109,NA,42.61,NA,NA,NA,109109
"1981","ROG",18.7,"M",18.45,"M",335828,NA,-3.68,1.82,18700000,18450000,335828
"1982","ROK",116.16,"M",115.9,"M",1.87,"M",-9.96,1.61,116160000,115900000,1870000
"1983","ROL",491.62,"M",207.1,"M",12.4,"M",5.09,5.99,491620000,207100000,12400000
"1984","ROP",104.94,"M",104.43,"M",1.67,"M",19.45,1.6,104940000,104430000,1670000
"1985","RPAI",214.61,"M",212.48,"M",6.53,"M",30.53,3.07,214610000,212480000,6530000
"1986","RPLA",28.75,"M",20.86,"M",421036,NA,27.55,2.02,28750000,20860000,421036
"1987","RPM",130.1,"M",128.51,"M",1.27,"M",5.88,0.99,130100000,128510000,1270000
"1988","RPT",81.22,"M",78.7,"M",1.99,"M",2.46,2.52,81220000,78700000,1990000
"1989","RPT.PRD",NA,NA,NA,NA,26838,NA,-28.58,NA,NA,NA,26838
"1990","RRC",258.57,"M",249.26,"M",33.13,"M",-5.86,13.29,258570000,249260000,33130000
"1991","RRD",71.4,"M",70.19,"M",1.09,"M",-30.14,1.56,71400000,70190000,1090000
"1992","RS",63.6,"M",63.01,"M",853088,NA,0.9,1.35,63600000,63010000,853088
"1993","RSG",318.9,"M",318.21,"M",2.22,"M",-0.88,0.7,318900000,318210000,2220000
"1994","RSI",44.79,"M",44.72,"M",4.21,"M",-0.22,9.42,44790000,44720000,4210000
"1995","RTP",69,"M",NA,NA,145954,NA,90.01,NA,6.9e+07,NA,145954
"1996","RTPZ",23,"M",NA,NA,74136,NA,-58.8,NA,2.3e+07,NA,74136
"1997","RTX",1.52,"B",1.52,"B",12.94,"M",-16.48,0.85,1.52e+09,1.52e+09,12940000
"1998","RVI",19.83,"M",16.01,"M",146446,NA,0.29,0.91,19830000,16010000,146446
"1999","RVLV",25.75,"M",25.54,"M",4.89,"M",-16.44,19.13,25750000,25540000,4890000
"2000","RWT",112.09,"M",110.99,"M",4.21,"M",-11.9,3.79,112090000,110990000,4210000
"2001","RXN",119.59,"M",118.18,"M",1.89,"M",0.05,1.6,119590000,118180000,1890000
"2002","RY",1.42,"B",1.42,"B",5.29,"M",-11.03,0.37,1.42e+09,1.42e+09,5290000
"2003","RY.PRT",615400,NA,NA,NA,27,NA,-89.73,NA,615400,NA,27
"2004","RYAM",63.34,"M",60.49,"M",2.04,"M",-6.82,3.37,63340000,60490000,2040000
"2005","RYB",27.59,"M",20.23,"M",76143,NA,80.6,0.38,27590000,20230000,76143
"2006","RYI",38.12,"M",16.09,"M",592195,NA,-0.26,3.68,38120000,16090000,592195
"2007","RYN",137.83,"M",136.5,"M",2.16,"M",2.55,1.59,137830000,136500000,2160000
"2008","RZA",NA,NA,NA,NA,15770,NA,0.17,NA,NA,NA,15770
"2009","RZB",NA,NA,NA,NA,13609,NA,150.58,NA,NA,NA,13609
"2010","SA",74.15,"M",52.69,"M",3.38,"M",-6.63,6.41,74150000,52690000,3380000
"2011","SAF",2.4,"M",NA,NA,4890,NA,15.06,NA,2400000,NA,4890
"2012","SAFE",53.25,"M",13.45,"M",1.26,"M",7.51,9.33,53250000,13450000,1260000
"2013","SAH",29.8,"M",20.95,"M",3.08,"M",4.3,14.72,29800000,20950000,3080000
"2014","SAIC",58.22,"M",57.66,"M",720990,NA,-8.96,1.25,58220000,57660000,720990
"2015","SAIL",90.68,"M",88.32,"M",8.87,"M",0.11,10.04,90680000,88320000,8870000
"2016","SAK",1.5,"M",NA,NA,2396,NA,-0.62,NA,1500000,NA,2396
"2017","SAM",10,"M",9.17,"M",613168,NA,-1.92,6.69,1e+07,9170000,613168
"2018","SAN",16.62,"B",17.33,"B",5.55,"M",11.54,0.03,1.662e+10,1.733e+10,5550000
"2019","SAND          ",195.25,"M",192.67,"M",3.75,"M",14.86,1.95,195250000,192670000,3750000
"2020","SAP",NA,NA,1.18,"B",2.81,"M",2.02,0.24,NA,1.18e+09,2810000
"2021","SAR",11.17,"M",7.94,"M",47276,NA,49.23,0.6,11170000,7940000,47276
"2022","SAVE",97.68,"M",97.07,"M",12.92,"M",1.25,13.31,97680000,97070000,12920000
"2023","SB",102.2,"M",48.4,"M",762725,NA,9.34,1.58,102200000,48400000,762725
"2024","SB.PRC",NA,NA,NA,NA,2125,NA,61.6,NA,NA,NA,2125
