"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"285","BAC.PRL",NA,NA,NA,NA,202,NA,-60.39,NA,NA,NA,202
"286","BAC.PRM",NA,NA,NA,NA,89980,NA,238.67,NA,NA,NA,89980
"287","BAC.PRN",NA,NA,NA,NA,42791,NA,-33.6,NA,NA,NA,42791
"288","BAC.PRO",44,"M",NA,NA,353212,NA,81.26,NA,4.4e+07,NA,353212
"289","BAH",137.9,"M",135.25,"M",2.41,"M",8.63,1.78,137900000,135250000,2410000
"290","BAK",NA,NA,NA,NA,648783,NA,-40.2,NA,NA,NA,648783
"291","BALY",30.46,"M",27.51,"M",1.36,"M",5.37,4.96,30460000,27510000,1360000
"292","BAM",1.51,"B",1.34,"B",15.93,"M",43.87,1.18,1.51e+09,1.34e+09,15930000
"293","BAMH",16,"M",NA,NA,10035,NA,49.66,NA,1.6e+07,NA,10035
"294","BAMI",9.2,"M",NA,NA,43031,NA,551.29,NA,9200000,NA,43031
"295","BANC",50.24,"M",47.94,"M",997231,NA,-0.91,2.08,50240000,47940000,997231
"296","BANC.PRD",3.73,"M",NA,NA,2771,NA,61.1,NA,3730000,NA,2771
"297","BANC.PRE",3.95,"M",NA,NA,1961,NA,-68.57,NA,3950000,NA,1961
"298","BAP",NA,NA,55.35,"M",963188,NA,-7,1.74,NA,55350000,963188
"299","BAX",510.82,"M",509.64,"M",7.25,"M",2.28,1.42,510820000,509640000,7250000
"300","BB",562.02,"M",553.67,"M",43.49,"M",9.91,7.85,562020000,553670000,43490000
"301","BBAR",NA,NA,NA,NA,1.3,"M",-16.11,NA,NA,NA,1300000
"302","BBD",4.44,"B",4.41,"B",35.43,"M",44.49,0.8,4.44e+09,4.41e+09,35430000
"303","BBDC",65.32,"M",64.75,"M",106386,NA,-30.84,0.16,65320000,64750000,106386
"304","BBDO",4.44,"B",NA,NA,5369,NA,66.58,NA,4.44e+09,NA,5369
"305","BBL",NA,NA,1.06,"B",1.61,"M",-25.33,0.15,NA,1.06e+09,1610000
"306","BBU",79.91,"M",79.38,"M",153439,NA,1.1,0.19,79910000,79380000,153439
"307","BBVA",NA,NA,NA,NA,2.17,"M",-24.92,NA,NA,NA,2170000
"308","BBW",15.96,"M",13.07,"M",588147,NA,-1.33,4.5,15960000,13070000,588147
"309","BBY",258.94,"M",230.81,"M",6.23,"M",-1.31,2.7,258940000,230810000,6230000
"310","BC",78.34,"M",77.7,"M",3.49,"M",11.32,4.49,78340000,77700000,3490000
"311","BC.PRA",NA,NA,NA,NA,655,NA,-96.25,NA,NA,NA,655
"312","BC.PRB",NA,NA,NA,NA,1463,NA,-92.46,NA,NA,NA,1463
"313","BC.PRC",NA,NA,NA,NA,1210,NA,-96.01,NA,NA,NA,1210
"314","BCC",39.2,"M",38.53,"M",806885,NA,-10.74,2.09,39200000,38530000,806885
"315","BCE",904.33,"M",903.65,"M",5.31,"M",53.55,0.59,904330000,903650000,5310000
"316","BCEI",20.83,"M",19.8,"M",1.09,"M",-0.56,5.48,20830000,19800000,1090000
"317","BCH",NA,NA,NA,NA,595425,NA,-17.55,NA,NA,NA,595425
"318","BCO",49.43,"M",48.47,"M",4.03,"M",-1.74,8.32,49430000,48470000,4030000
"319","BCS",4.34,"B",4.34,"B",4.36,"M",-29.82,0.1,4.34e+09,4.34e+09,4360000
"320","BCSF",64.56,"M",64.26,"M",252787,NA,-53.44,0.39,64560000,64260000,252787
"321","BDC",44.61,"M",43.6,"M",2.9,"M",5.33,6.66,44610000,43600000,2900000
"322","BDN",170.57,"M",173.21,"M",7.14,"M",-3.02,4.12,170570000,173210000,7140000
"323","BDX",290.85,"M",290.19,"M",2.17,"M",8.54,0.75,290850000,290190000,2170000
"324","BDXB",34.5,"M",NA,NA,2.7,"M",-22.22,NA,34500000,NA,2700000
"325","BE",138.31,"M",130.58,"M",14.67,"M",-4.13,11.23,138310000,130580000,14670000
"326","BEDU",26.56,"M",25.61,"M",32542,NA,12.02,0.13,26560000,25610000,32542
"327","BEKE",883.68,"M",831.65,"M",9.8,"M",-4.58,1.18,883680000,831650000,9800000
"328","BEN",504.59,"M",289.08,"M",24.57,"M",1.01,8.5,504590000,289080000,24570000
"329","BEP",274.8,"M",274,"M",231792,NA,3.64,0.08,274800000,2.74e+08,231792
"330","BEP.PRA",8,"M",NA,NA,34630,NA,9.18,NA,8e+06,NA,34630
"331","BEPC",172.18,"M",172.11,"M",1.62,"M",-37.08,0.94,172180000,172110000,1620000
"332","BERY",133.89,"M",131.39,"M",3.22,"M",-4.95,2.45,133890000,131390000,3220000
"333","BEST",247.78,"M",244.1,"M",11.68,"M",-1.94,4.78,247780000,244100000,11680000
"334","BFAM",60.56,"M",59.89,"M",830304,NA,17.14,1.39,60560000,59890000,830304
"335","BFS",23.4,"M",12.92,"M",95475,NA,-31.06,0.74,23400000,12920000,95475
"336","BFS.PRD",NA,NA,NA,NA,4661,NA,196.69,NA,NA,NA,4661
"337","BFS.PRE",NA,NA,NA,NA,2851,NA,1128.88,NA,NA,NA,2851
"338","BFT",146.7,"M",146.68,"M",448136,NA,-67.79,0.31,146700000,146680000,448136
"339","BG",139.65,"M",138.34,"M",3.21,"M",10.6,2.32,139650000,138340000,3210000
"340","BGS",64.25,"M",62.73,"M",23.14,"M",1.45,36.89,64250000,62730000,23140000
"341","BGSF",10.32,"M",9.98,"M",264989,NA,12.36,2.66,10320000,9980000,264989
"342","BH",NA,NA,2.06,"M",31411,NA,-0.35,1.52,NA,2060000,31411
"343","BH.A",206864,NA,205925,NA,819,NA,9.05,0.4,206864,205925,819
"344","BHC",355.15,"M",350.25,"M",16.91,"M",7.25,4.83,355150000,350250000,16910000
"345","BHE",36.47,"M",35.58,"M",704330,NA,0.59,1.98,36470000,35580000,704330
"346","BHLB",50.83,"M",48.82,"M",1.1,"M",-13.98,2.26,50830000,48820000,1100000
"347","BHP",NA,NA,1.47,"B",11.26,"M",-7.58,0.76,NA,1.47e+09,11260000
"348","BHR",36.69,"M",28.6,"M",309744,NA,-53.3,1.08,36690000,28600000,309744
"349","BHR.PRB",5.03,"M",NA,NA,30977,NA,45.17,NA,5030000,NA,30977
"350","BHR.PRD",NA,NA,NA,NA,1430,NA,-11.95,NA,NA,NA,1430
"351","BHVN",59.94,"M",52,"M",5.08,"M",-4.59,9.78,59940000,5.2e+07,5080000
"352","BIG",39.26,"M",36.34,"M",8.84,"M",4.56,24.33,39260000,36340000,8840000
"353","BILL",77.55,"M",71.05,"M",5.48,"M",9.04,7.71,77550000,71050000,5480000
"354","BIO",24.74,"M",21.16,"M",616237,NA,-3.36,2.91,24740000,21160000,616237
"355","BIP",295.44,"M",294.63,"M",1.7,"M",4.97,0.58,295440000,294630000,1700000
"356","BIP.PRA",8,"M",NA,NA,12626,NA,61.71,NA,8e+06,NA,12626
"357","BIPC",44.99,"M",44.91,"M",801810,NA,-10.6,1.79,44990000,44910000,801810
"358","BJ",137.28,"M",135.32,"M",19.51,"M",4.3,14.42,137280000,135320000,19510000
"359","BK",886.76,"M",884.45,"M",7.25,"M",-2.43,0.82,886760000,884450000,7250000
"360","BKD",183.38,"M",179.56,"M",8.22,"M",-16.96,4.58,183380000,179560000,8220000
"361","BKE",49.41,"M",29.33,"M",6.47,"M",-3.03,22.06,49410000,29330000,6470000
"362","BKH",62.75,"M",62.28,"M",1.7,"M",1.87,2.73,62750000,62280000,1700000
"363","BKI",157.03,"M",151.92,"M",1.59,"M",-4.69,1.05,157030000,151920000,1590000
"364","BKR",685.82,"M",646.8,"M",45.22,"M",-0.31,6.99,685820000,646800000,45220000
"365","BKU",93.07,"M",92.19,"M",2.36,"M",16.01,2.56,93070000,92190000,2360000
"366","BLD",33.08,"M",32.78,"M",1.02,"M",6.47,3.1,33080000,32780000,1020000
"367","BLK",152.51,"M",142.57,"M",1.85,"M",14.82,1.29,152510000,142570000,1850000
"368","BLL",326.57,"M",325.14,"M",7.96,"M",-2.15,2.45,326570000,325140000,7960000
"369","BLX",31.08,"M",31.08,"M",297613,NA,16.67,0.96,31080000,31080000,297613
"370","BMA",NA,NA,62.81,"M",275419,NA,16.24,0.44,NA,62810000,275419
"371","BMI",29.12,"M",28.68,"M",1.52,"M",-2.96,5.29,29120000,28680000,1520000
"372","BML.PRG",NA,NA,NA,NA,2036,NA,-51.54,NA,NA,NA,2036
"373","BML.PRH",NA,NA,NA,NA,3727,NA,-45.95,NA,NA,NA,3727
"374","BML.PRJ",NA,NA,NA,NA,42988,NA,86.63,NA,NA,NA,42988
"375","BML.PRL",NA,NA,NA,NA,342671,NA,68.33,NA,NA,NA,342671
"376","BMO",645.89,"M",645.49,"M",3.5,"M",-17.01,0.54,645890000,645490000,3500000
"377","BMY",2.25,"B",2.26,"B",19.73,"M",31.42,0.87,2.25e+09,2.26e+09,19730000
"378","BNED",48.63,"M",27.5,"M",1.39,"M",31.13,5.06,48630000,27500000,1390000
"379","BNL",37,"M",36.93,"M",1.87,"M",-31.66,5.06,3.7e+07,36930000,1870000
"380","BNS",1.21,"B",1.21,"B",6.82,"M",-11.19,0.56,1.21e+09,1.21e+09,6820000
"381","BOAC",60.75,"M",NA,NA,24127,NA,-89.88,NA,60750000,NA,24127
"382","BOH",40.12,"M",39.39,"M",2.25,"M",2.37,5.72,40120000,39390000,2250000
"383","BOOT",29,"M",28.82,"M",2.31,"M",-24.06,8.02,2.9e+07,28820000,2310000
"384","BORR",274.44,"M",190.11,"M",1.53,"M",-14.32,0.81,274440000,190110000,1530000
"385","BOX",158.64,"M",153.68,"M",11.17,"M",30.24,7.27,158640000,153680000,11170000
"386","BP",3.39,"B",3.33,"B",10.44,"M",63.6,0.31,3.39e+09,3.33e+09,10440000
"387","BPMP",52.4,"M",48.99,"M",376257,NA,2.64,0.77,52400000,48990000,376257
"388","BPT",NA,NA,21.39,"M",1.3,"M",-8.4,6.08,NA,21390000,1300000
"389","BQ",90.75,"M",NA,NA,204317,NA,-24.19,NA,90750000,NA,204317
"390","BR",115.62,"M",114.72,"M",1.64,"M",-7.76,1.43,115620000,114720000,1640000
"391","BRBR",39.51,"M",39.44,"M",1.09,"M",-1.9,2.77,39510000,39440000,1090000
"392","BRC",48.48,"M",46.75,"M",819749,NA,-1.96,1.75,48480000,46750000,819749
"393","BRFS",NA,NA,NA,NA,9.49,"M",40.42,NA,NA,NA,9490000
"394","BRMK",132.24,"M",125.4,"M",3.87,"M",-3.2,3.09,132240000,125400000,3870000
"395","BRO",283,"M",234.83,"M",3.43,"M",9.01,1.46,2.83e+08,234830000,3430000
"396","BRT",17.18,"M",10.26,"M",122669,NA,0.48,1.2,17180000,10260000,122669
"397","BRX",296.48,"M",294.88,"M",14.61,"M",2.5,4.96,296480000,294880000,14610000
"398","BSA",NA,NA,NA,NA,9477,NA,-50.12,NA,NA,NA,9477
"399","BSAC",NA,NA,471.1,"M",1.26,"M",-14.26,0.27,NA,471100000,1260000
"400","BSBR",NA,NA,NA,NA,5.54,"M",-12.44,NA,NA,NA,5540000
"401","BSIG",79.89,"M",79.67,"M",1.64,"M",-15.01,2.06,79890000,79670000,1640000
"402","BSM",206.75,"M",159.57,"M",954779,NA,3.07,0.6,206750000,159570000,954779
"403","BSMX",NA,NA,663.86,"M",1.06,"M",40.72,0.16,NA,663860000,1060000
"404","BSN",30.53,"M",NA,NA,125461,NA,1105.31,NA,30530000,NA,125461
"405","BSX",1.43,"B",1.43,"B",15.4,"M",2.19,1.08,1.43e+09,1.43e+09,15400000
"406","BSX.PRA",10.06,"M",NA,NA,1.6,"M",75.91,NA,10060000,NA,1600000
"407","BTI",2.29,"B",2.17,"B",1.49,"M",-34.09,0.07,2.29e+09,2.17e+09,1490000
"408","BTU",97.8,"M",95.47,"M",6.91,"M",9.52,7.23,97800000,95470000,6910000
"409","BUD",NA,NA,NA,NA,3.71,"M",-4.93,NA,NA,NA,3710000
"410","BUR",219.05,"M",177,"M",116442,NA,85.23,0.07,219050000,1.77e+08,116442
"411","BURL",66.24,"M",65.74,"M",2.43,"M",-11.47,3.69,66240000,65740000,2430000
"412","BV",104.85,"M",49.78,"M",2.29,"M",2.27,4.6,104850000,49780000,2290000
"413","BVH",15.62,"M",11.57,"M",102726,NA,-31.95,0.89,15620000,11570000,102726
"414","BVN",NA,NA,253.67,"M",3.9,"M",-2.46,1.54,NA,253670000,3900000
"415","BW",52.01,"M",39.54,"M",309272,NA,17.5,0.78,52010000,39540000,309272
"416","BWA",244.52,"M",243.28,"M",17.19,"M",0.65,7.07,244520000,243280000,17190000
"417","BWXT",95.31,"M",95.02,"M",575257,NA,-1.4,0.61,95310000,95020000,575257
"418","BX",683.88,"M",679.28,"M",7.41,"M",-14.08,1.09,683880000,679280000,7410000
"419","BXC",9.46,"M",8.97,"M",87060,NA,-51.33,0.97,9460000,8970000,87060
"420","BXG",72.48,"M",5.11,"M",509099,NA,-1.67,9.97,72480000,5110000,509099
"421","BXMT",146.2,"M",137.65,"M",6.11,"M",-4.12,4.44,146200000,137650000,6110000
"422","BXP",155.72,"M",155.41,"M",4.36,"M",-10.66,2.8,155720000,155410000,4360000
"423","BXP.PRB",NA,NA,NA,NA,3477,NA,-89.86,NA,NA,NA,3477
"424","BXS",104.52,"M",100.4,"M",1.69,"M",-4.79,1.68,104520000,100400000,1690000
"425","BXS.PRA",6.9,"M",NA,NA,855,NA,-40.95,NA,6900000,NA,855
"426","BY",38.57,"M",23.54,"M",229282,NA,-9.14,0.97,38570000,23540000,229282
"427","BYD",111.54,"M",80.78,"M",4.46,"M",-8.96,5.52,111540000,80780000,4460000
"428","BZH",31.25,"M",29.21,"M",1.36,"M",8.76,4.67,31250000,29210000,1360000
"429","C",2.08,"B",2.08,"B",26.66,"M",10.6,1.28,2.08e+09,2.08e+09,26660000
"430","C.PRJ",NA,NA,NA,NA,34473,NA,52.41,NA,NA,NA,34473
"431","C.PRK",NA,NA,NA,NA,31608,NA,184.91,NA,NA,NA,31608
"432","C.PRN",NA,NA,NA,NA,98414,NA,76.55,NA,NA,NA,98414
"433","C.PRS",NA,NA,NA,NA,11464,NA,-85.14,NA,NA,NA,11464
"434","CAAP",NA,NA,28.57,"M",382248,NA,3.34,1.34,NA,28570000,382248
"435","CABO",6.02,"M",4.78,"M",111819,NA,8.66,2.34,6020000,4780000,111819
"436","CACI",25.22,"M",24.81,"M",322269,NA,9.25,1.3,25220000,24810000,322269
"437","CADE",125.98,"M",121.89,"M",4.62,"M",-7.86,3.79,125980000,121890000,4620000
"438","CAE",265.85,"M",265.41,"M",2.87,"M",-14.7,1.08,265850000,265410000,2870000
"439","CAG",488.58,"M",486.74,"M",9.62,"M",5.63,1.98,488580000,486740000,9620000
"440","CAH",293.42,"M",292.28,"M",3.52,"M",16.83,1.21,293420000,292280000,3520000
"441","CAI",17.74,"M",16.43,"M",286462,NA,-53.27,1.74,17740000,16430000,286462
"442","CAI.PRA",2.2,"M",NA,NA,2581,NA,49.97,NA,2200000,NA,2581
"443","CAI.PRB",NA,NA,NA,NA,3777,NA,313.24,NA,NA,NA,3777
"444","CAJ",NA,NA,1.05,"B",1.55,"M",11.39,0.15,NA,1.05e+09,1550000
"445","CAL",37.91,"M",36.05,"M",1.86,"M",1.82,5.15,37910000,36050000,1860000
"446","CALX",61.77,"M",53.56,"M",3.22,"M",-1.38,6.02,61770000,53560000,3220000
"447","CANG",112.48,"M",75.65,"M",17375,NA,-54.17,0.02,112480000,75650000,17375
"448","CAP.U",34.5,"M",NA,NA,2454,NA,-47.81,NA,34500000,NA,2454
"449","CAPL",37.02,"M",17.86,"M",46857,NA,-36.23,0.26,37020000,17860000,46857
"450","CARR",866.69,"M",866.11,"M",11.87,"M",12.65,1.37,866690000,866110000,11870000
"451","CARS",67.39,"M",65.52,"M",1.86,"M",-7.83,2.84,67390000,65520000,1860000
"452","CAT",543.26,"M",542.33,"M",7.56,"M",5.42,1.39,543260000,542330000,7560000
"453","CATO",21.17,"M",19.56,"M",1.25,"M",21,6.4,21170000,19560000,1250000
"454","CB",451.37,"M",448.57,"M",3.07,"M",6.29,0.68,451370000,448570000,3070000
"455","CBAH.U",35,"M",NA,NA,7405,NA,3409.48,NA,3.5e+07,NA,7405
"456","CBB",50.68,"M",49.36,"M",6.86,"M",-14.65,13.89,50680000,49360000,6860000
"457","CBB.PRB",NA,NA,NA,NA,1369,NA,-13.46,NA,NA,NA,1369
"458","CBD",268.35,"M",267.42,"M",376926,NA,52.34,0.14,268350000,267420000,376926
"459","CBRE",335.46,"M",331.66,"M",5.55,"M",-10.73,1.67,335460000,331660000,5550000
"460","CBT",56.61,"M",55.64,"M",893696,NA,-4.24,1.61,56610000,55640000,893696
"461","CBU",53.59,"M",52.9,"M",1.61,"M",-0.72,3.03,53590000,52900000,1610000
"462","CBZ",54.68,"M",52.08,"M",788462,NA,-3.26,1.51,54680000,52080000,788462
"463","CC",164.45,"M",162.39,"M",9.8,"M",-2.84,6.04,164450000,162390000,9800000
"464","CCAC",34.5,"M",27.6,"M",136289,NA,0.78,0.49,34500000,27600000,136289
"465","CCC",605.96,"M",332.32,"M",2.7,"M",20.6,0.81,605960000,332320000,2700000
"466","CCEP",454.16,"M",199.71,"M",1.39,"M",-8.86,0.69,454160000,199710000,1390000
"467","CCI",431.3,"M",429.35,"M",3.29,"M",-17,0.77,431300000,429350000,3290000
"468","CCIV",207,"M",206.83,"M",1.27,"M",93.93,0.62,2.07e+08,206830000,1270000
"469","CCJ",395.85,"M",394.75,"M",12.51,"M",9.97,3.17,395850000,394750000,12510000
"470","CCK",134.76,"M",132.1,"M",2.15,"M",0.78,1.63,134760000,132100000,2150000
"471","CCL",778,"M",642.65,"M",57.15,"M",5.74,8.89,7.78e+08,642650000,57150000
"472","CCM",28.15,"M",25.32,"M",5899,NA,-65.54,0.02,28150000,25320000,5899
"473","CCO",467.28,"M",461.21,"M",14.89,"M",0.67,3.23,467280000,461210000,14890000
"474","CCS",33.35,"M",29.5,"M",2.55,"M",-1.36,8.64,33350000,29500000,2550000
"475","CCU",NA,NA,NA,NA,1.08,"M",0.7,NA,NA,NA,1080000
"476","CCX",NA,NA,68.93,"M",708412,NA,-9.57,1.03,NA,68930000,708412
"477","CDAY",147.8,"M",131.85,"M",5.34,"M",4.34,4.05,147800000,131850000,5340000
"478","CDE",243.73,"M",240.17,"M",5.02,"M",-5.43,2.09,243730000,240170000,5020000
"479","CDR",13.53,"M",11.59,"M",127901,NA,-24.73,1.1,13530000,11590000,127901
"480","CDR.PRB",NA,NA,NA,NA,1386,NA,220.83,NA,NA,NA,1386
"481","CDR.PRC",NA,NA,NA,NA,13547,NA,-65.66,NA,NA,NA,13547
"482","CE",116.9,"M",115.87,"M",1.4,"M",-8.25,1.21,116900000,115870000,1400000
"483","CEA",NA,NA,NA,NA,7567,NA,43.37,NA,NA,NA,7567
"484","CEIX",33.94,"M",33.48,"M",2.64,"M",-26.9,7.87,33940000,33480000,2640000
"485","CEL",162.78,"M",68.8,"M",40514,NA,10.16,0.06,162780000,68800000,40514
"486","CELG.RT",NA,NA,NA,NA,5368,NA,-54.03,NA,NA,NA,5368
"487","CELP",12.21,"M",4.36,"M",6798,NA,-67.46,0.16,12210000,4360000,6798
"488","CEO",NA,NA,446.47,"M",172208,NA,-44.83,0.04,NA,446470000,172208
"489","CEPU",151.4,"M",NA,NA,414101,NA,27.47,NA,151400000,NA,414101
"490","CEQP",73.53,"M",50.44,"M",3.44,"M",0.6,6.82,73530000,50440000,3440000
"491","CEQP.PR",71.26,"M",NA,NA,9213,NA,22.59,NA,71260000,NA,9213
"492","CF",213.88,"M",212.43,"M",4.1,"M",30.95,1.93,213880000,212430000,4100000
"493","CFG",427.07,"M",424.92,"M",5.52,"M",-15.08,1.3,427070000,424920000,5520000
"494","CFG.PRD",NA,NA,NA,NA,5465,NA,-79.69,NA,NA,NA,5465
"495","CFG.PRE",NA,NA,NA,NA,177450,NA,-5.89,NA,NA,NA,177450
"496","CFR",62.85,"M",57.57,"M",2.04,"M",3.73,3.54,62850000,57570000,2040000
"497","CFR.PRB",6.15,"M",NA,NA,34670,NA,91.55,NA,6150000,NA,34670
"498","CFX",118.46,"M",98.7,"M",15.21,"M",-5.37,15.41,118460000,98700000,15210000
"499","CFXA",NA,NA,NA,NA,14371,NA,161.15,NA,NA,NA,14371
"500","CGA",6.35,"M",4.4,"M",97579,NA,30.74,2.22,6350000,4400000,97579
"501","CHCT",23.43,"M",21.93,"M",461842,NA,0.67,2.11,23430000,21930000,461842
"502","CHD",248.45,"M",247.95,"M",4.67,"M",7.25,1.88,248450000,247950000,4670000
"503","CHE",15.95,"M",15.53,"M",195685,NA,3.55,1.26,15950000,15530000,195685
"504","CHGG",128.81,"M",124.77,"M",14.37,"M",5.82,11.51,128810000,124770000,14370000
"505","CHH",55.46,"M",34.82,"M",1.62,"M",-6.32,4.66,55460000,34820000,1620000
"506","CHMI",17.08,"M",15.87,"M",288595,NA,-24.82,1.82,17080000,15870000,288595
"507","CHMI.PRA",NA,NA,NA,NA,8974,NA,38.57,NA,NA,NA,8974
"508","CHMI.PRB",NA,NA,NA,NA,4814,NA,-19.26,NA,NA,NA,4814
"509","CHRA",29.99,"M",8.9,"M",216556,NA,9.68,2.43,29990000,8900000,216556
"510","CHS",119.92,"M",111.06,"M",10.39,"M",1.02,9.36,119920000,111060000,10390000
"511","CHT",NA,NA,775.74,"M",538672,NA,-2.69,0.07,NA,775740000,538672
"512","CHWY",95.31,"M",74.77,"M",13.73,"M",-8.33,18.36,95310000,74770000,13730000
"513","CI",367.2,"M",355.85,"M",4.39,"M",23.37,1.23,367200000,355850000,4390000
"514","CIA",52.49,"M",47.22,"M",6.68,"M",-0.49,14.14,52490000,47220000,6680000
"515","CIB",NA,NA,127.18,"M",1.78,"M",-9.15,1.4,NA,127180000,1780000
"516","CIEN",154.56,"M",152.42,"M",4.61,"M",-16.07,3.02,154560000,152420000,4610000
"517","CIG",1.01,"B",1.01,"B",14.09,"M",5.4,1.39,1.01e+09,1.01e+09,14090000
"518","CIG.C",507.67,"M",NA,NA,29933,NA,-8.35,NA,507670000,NA,29933
"519","CIM",233.73,"M",228.48,"M",4.04,"M",-14.58,1.77,233730000,228480000,4040000
"520","CIM.PRA",NA,NA,NA,NA,8547,NA,-41.21,NA,NA,NA,8547
"521","CIM.PRB",NA,NA,NA,NA,210084,NA,-3.63,NA,NA,NA,210084
"522","CIM.PRC",NA,NA,NA,NA,543316,NA,2.58,NA,NA,NA,543316
"523","CIM.PRD",NA,NA,NA,NA,379095,NA,0.38,NA,NA,NA,379095
"524","CINR",19.77,"M",5.11,"M",1831,NA,-56.32,0.04,19770000,5110000,1831
"525","CIO",43.4,"M",42.12,"M",541009,NA,10.34,1.28,43400000,42120000,541009
"526","CIO.PRA",NA,NA,NA,NA,2636,NA,76.91,NA,NA,NA,2636
"527","CIR",20,"M",19.75,"M",375749,NA,-17.29,1.9,2e+07,19750000,375749
"528","CIT",98.61,"M",97.51,"M",3.9,"M",2.39,4,98610000,97510000,3900000
"529","CIT.PRB",8,"M",NA,NA,21294,NA,-52.25,NA,8e+06,NA,21294
"530","CIXX",210.9,"M",189.78,"M",553781,NA,587.24,0.29,210900000,189780000,553781
"531","CKH",20.37,"M",19.22,"M",615862,NA,-2.11,3.2,20370000,19220000,615862
"532","CL",857.17,"M",855.05,"M",6.66,"M",-20.49,0.78,857170000,855050000,6660000
"533","CLA",20,"M",NA,NA,534977,NA,-66.06,NA,2e+07,NA,534977
"534","CLB",44.49,"M",43.95,"M",5.45,"M",4.67,12.4,44490000,43950000,5450000
"535","CLDR",312.57,"M",298.57,"M",19.65,"M",1.19,6.58,312570000,298570000,19650000
"536","CLDT",46.97,"M",45.57,"M",1.61,"M",-1.76,3.54,46970000,45570000,1610000
"537","CLF",399.24,"M",325.86,"M",58.98,"M",2.84,18.1,399240000,325860000,58980000
"538","CLGX",77.78,"M",73.99,"M",2.14,"M",-7.61,2.89,77780000,73990000,2140000
"539","CLH",55.25,"M",50.98,"M",695330,NA,3.25,1.36,55250000,50980000,695330
"540","CLI",90.71,"M",84.81,"M",7.44,"M",1.96,8.77,90710000,84810000,7440000
"541","CLII",23,"M",NA,NA,50714,NA,-65.7,NA,2.3e+07,NA,50714
"542","CLNC",128.58,"M",82,"M",825238,NA,9.41,1.01,128580000,8.2e+07,825238
"543","CLNY",481.63,"M",471.35,"M",61.9,"M",-3.09,13.13,481630000,471350000,61900000
"544","CLNY.PRG",NA,NA,NA,NA,17766,NA,-24.07,NA,NA,NA,17766
"545","CLNY.PRH",NA,NA,NA,NA,5055,NA,-35.18,NA,NA,NA,5055
"546","CLNY.PRI",NA,NA,NA,NA,24963,NA,190.57,NA,NA,NA,24963
"547","CLNY.PRJ",NA,NA,NA,NA,14467,NA,189.46,NA,NA,NA,14467
"548","CLPR",17.77,"M",14.61,"M",347831,NA,-0.53,2.38,17770000,14610000,347831
"549","CLR",365.23,"M",63.04,"M",17.04,"M",4.17,27.02,365230000,63040000,17040000
"550","CLS",110.46,"M",108.5,"M",651771,NA,1.23,0.6,110460000,108500000,651771
"551","CLW",16.57,"M",15.96,"M",572382,NA,-16.11,3.59,16570000,15960000,572382
"552","CLX",126.05,"M",125.66,"M",12.73,"M",3.65,10.13,126050000,125660000,12730000
"553","CM",447.08,"M",446.82,"M",3.88,"M",-0.34,0.87,447080000,446820000,3880000
"554","CMA",139.17,"M",137.65,"M",2.55,"M",-1.84,1.85,139170000,137650000,2550000
"555","CMC",120.07,"M",117.33,"M",4.66,"M",-6.88,3.97,120070000,117330000,4660000
"556","CMCM",NA,NA,43.36,"M",625092,NA,-33.25,1.44,NA,43360000,625092
"557","CMD",42.27,"M",30.73,"M",1.91,"M",-19.74,6.21,42270000,30730000,1910000
"558","CMG",27.98,"M",27.59,"M",776794,NA,-4.07,2.82,27980000,27590000,776794
"559","CMI",148.01,"M",145.27,"M",3.03,"M",11.65,2.09,148010000,145270000,3030000
"560","CMO",96.48,"M",94.1,"M",3.98,"M",-2.48,4.23,96480000,94100000,3980000
"561","CMO.PRE",NA,NA,NA,NA,15905,NA,11.98,NA,NA,NA,15905
"562","CMP",33.94,"M",33.72,"M",1.19,"M",-9.47,3.53,33940000,33720000,1190000
"563","CMRE",121.49,"M",51.69,"M",1.29,"M",-10.63,2.49,121490000,51690000,1290000
"564","CMRE.PRB",1.97,"M",NA,NA,6556,NA,29.54,NA,1970000,NA,6556
"565","CMRE.PRC",3.97,"M",NA,NA,617,NA,-62.97,NA,3970000,NA,617
"566","CMRE.PRD",3.99,"M",NA,NA,1887,NA,262.88,NA,3990000,NA,1887
"567","CMRE.PRE",4.57,"M",NA,NA,4746,NA,126.22,NA,4570000,NA,4746
"568","CMS",286.33,"M",284.72,"M",4.3,"M",3.52,1.51,286330000,284720000,4300000
"569","CMS.PRB",NA,NA,NA,NA,825,NA,20.79,NA,NA,NA,825
"570","CMSA",NA,NA,NA,NA,1662,NA,-84.18,NA,NA,NA,1662
"571","CMSC",NA,NA,NA,NA,122067,NA,14.11,NA,NA,NA,122067
"572","CMSD",NA,NA,NA,NA,6612,NA,30.93,NA,NA,NA,6612
"573","CNA",271.38,"M",27.11,"M",667795,NA,-5.59,2.46,271380000,27110000,667795
"574","CNC",579.8,"M",565.57,"M",8.69,"M",1.85,1.54,579800000,565570000,8690000
"575","CND.U",27.6,"M",NA,NA,25414,NA,85.5,NA,27600000,NA,25414
"576","CNF",NA,NA,NA,NA,5845,NA,76.16,NA,NA,NA,5845
"577","CNHI",1.35,"B",983.52,"M",5.21,"M",-28.03,0.53,1.35e+09,983520000,5210000
