"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"5191","SABRP",3.34,"M",NA,NA,1124,NA,-76.9,NA,3340000,NA,1124
"5192","SAFM",22.33,"M",20.13,"M",409395,NA,22.35,2.03,22330000,20130000,409395
"5193","SAFT",14.98,"M",14.17,"M",191605,NA,-1.31,1.35,14980000,14170000,191605
"5194","SAGE",58.48,"M",51.3,"M",4.29,"M",-4.04,8.36,58480000,51300000,4290000
"5195","SAIA",26.33,"M",26.25,"M",705634,NA,-10.1,2.69,26330000,26250000,705634
"5196","SAII",17.25,"M",10.53,"M",201680,NA,3.75,1.92,17250000,10530000,201680
"5197","SAIIU",17.25,"M",NA,NA,14,NA,-92.96,NA,17250000,NA,14
"5198","SAIIW",NA,NA,NA,NA,12043,NA,39.74,NA,NA,NA,12043
"5199","SAL",2.85,"M",2.44,"M",62932,NA,35.71,2.58,2850000,2440000,62932
"5200","SALM",21.32,"M",10.07,"M",469137,NA,48.35,4.66,21320000,10070000,469137
"5201","SAMG",9.66,"M",9.04,"M",245804,NA,41.94,2.72,9660000,9040000,245804
"5202","SANM",65.1,"M",63.33,"M",2.33,"M",1.13,3.68,65100000,63330000,2330000
"5203","SANW",36.73,"M",35.39,"M",37002,NA,2.38,0.1,36730000,35390000,37002
"5204","SASR",47.27,"M",45.93,"M",617002,NA,-8,1.34,47270000,45930000,617002
"5205","SATS",45.26,"M",40.92,"M",6.12,"M",13.13,14.96,45260000,40920000,6120000
"5206","SAVA",40.01,"M",37.45,"M",3.47,"M",-7.66,9.26,40010000,37450000,3470000
"5207","SBAC",109.34,"M",108.09,"M",1.65,"M",-9.85,1.53,109340000,108090000,1650000
"5208","SBBP",67.77,"M",52.56,"M",1.57,"M",-4.34,2.98,67770000,52560000,1570000
"5209","SBCF",55.29,"M",53.76,"M",1.27,"M",-2.09,2.36,55290000,53760000,1270000
"5210","SBFG",7.2,"M",6.51,"M",215276,NA,35.65,3.31,7200000,6510000,215276
"5211","SBGI",51.55,"M",47.54,"M",3.94,"M",-2.78,8.28,51550000,47540000,3940000
"5212","SBLK",99.24,"M",88.26,"M",777940,NA,10.89,0.88,99240000,88260000,777940
"5213","SBNY",55.73,"M",56.13,"M",1.37,"M",-18.74,2.43,55730000,56130000,1370000
"5214","SBNYP",29.2,"M",NA,NA,27833,NA,106.83,NA,29200000,NA,27833
"5215","SBRA",206.93,"M",212.51,"M",4.35,"M",5.95,2.05,206930000,212510000,4350000
"5216","SBSI",32.59,"M",30.98,"M",630328,NA,-9.91,2.03,32590000,30980000,630328
"5217","SBT",50.19,"M",14.57,"M",414246,NA,57.96,2.84,50190000,14570000,414246
"5218","SBTX",34.91,"M",25.19,"M",3.22,"M",4.9,12.78,34910000,25190000,3220000
"5219","SBUX",1.18,"B",1.18,"B",9.75,"M",1.33,0.83,1.18e+09,1.18e+09,9750000
"5220","SCHL",32.67,"M",25.75,"M",636400,NA,-21.82,2.47,32670000,25750000,636400
"5221","SCHN",27.26,"M",25.38,"M",778828,NA,42.34,3.07,27260000,25380000,778828
"5222","SCKT",7.13,"M",5.66,"M",219483,NA,-11.96,3.88,7130000,5660000,219483
"5223","SCOAU",57.5,"M",57.42,"M",179,NA,0,0,57500000,57420000,179
"5224","SCOR",75.79,"M",66.67,"M",3.34,"M",-2.01,5.01,75790000,66670000,3340000
"5225","SCPH",27.36,"M",18.01,"M",412861,NA,9.56,2.29,27360000,18010000,412861
"5226","SCPL",24.38,"M",23.56,"M",2.94,"M",19.35,12.49,24380000,23560000,2940000
"5227","SCPS",14.58,"M",5.63,"M",139583,NA,26.17,2.48,14580000,5630000,139583
"5228","SCSC",25.47,"M",25.09,"M",229165,NA,-14.03,0.91,25470000,25090000,229165
"5229","SCVL",14.17,"M",8.08,"M",1.22,"M",0.29,15.08,14170000,8080000,1220000
"5230","SCWX",12.24,"M",9.22,"M",1.07,"M",-0.43,11.62,12240000,9220000,1070000
"5231","SCYX",20.63,"M",19.87,"M",1.09,"M",-4.52,5.51,20630000,19870000,1090000
"5232","SDC",118.25,"M",103.08,"M",30.75,"M",1.46,29.83,118250000,103080000,30750000
"5233","SDGR",61.34,"M",51.26,"M",4.94,"M",11.09,9.64,61340000,51260000,4940000
"5234","SEAC",48.14,"M",40,"M",1.73,"M",-52.23,4.33,48140000,4e+07,1730000
"5235","SECO",57.51,"M",53.33,"M",151137,NA,-14.24,0.28,57510000,53330000,151137
"5236","SEDG",51.98,"M",50.67,"M",2.23,"M",-0.39,4.39,51980000,50670000,2230000
"5237","SEED",5.69,"M",3.81,"M",171082,NA,-11.58,4.49,5690000,3810000,171082
"5238","SEEL",100.84,"M",73.62,"M",3.24,"M",-27.13,4.4,100840000,73620000,3240000
"5239","SEER",56.63,"M",33.05,"M",4.29,"M",3.75,12.98,56630000,33050000,4290000
"5240","SEIC",142.81,"M",118.17,"M",1.88,"M",16.33,1.59,142810000,118170000,1880000
"5241","SELB",113.19,"M",77.32,"M",6.74,"M",-12.55,8.71,113190000,77320000,6740000
"5242","SELF",9.42,"M",8.32,"M",43644,NA,-4.14,0.52,9420000,8320000,43644
"5243","SENEA",7.35,"M",6.37,"M",87785,NA,-4.2,1.38,7350000,6370000,87785
"5244","SENEB",1.72,"M",462989,NA,79,NA,-44.76,0.02,1720000,462989,79
"5245","SESN",173.29,"M",169.06,"M",7.92,"M",64.36,4.68,173290000,169060000,7920000
"5246","SFBC",2.61,"M",2.2,"M",2442,NA,-30.17,0.11,2610000,2200000,2442
"5247","SFBS",54.15,"M",48.46,"M",1.48,"M",-5.76,3.06,54150000,48460000,1480000
"5248","SFET",25.89,"M",23.31,"M",132970,NA,-45.09,0.57,25890000,23310000,132970
"5249","SFIX",68.16,"M",65.38,"M",12.66,"M",4.88,19.36,68160000,65380000,12660000
"5250","SFM",118.13,"M",117.74,"M",17.53,"M",4.2,14.89,118130000,117740000,17530000
"5251","SFNC",108.35,"M",106.77,"M",3.31,"M",6.84,3.1,108350000,106770000,3310000
"5252","SFST",7.84,"M",7.38,"M",60596,NA,-9.75,0.82,7840000,7380000,60596
"5253","SFT",84.14,"M",58,"M",7.45,"M",15.42,12.84,84140000,5.8e+07,7450000
"5254","SGA",5.04,"M",4.93,"M",187415,NA,25.3,3.8,5040000,4930000,187415
"5255","SGAM",14.38,"M",14.37,"M",6343,NA,-1.43,0.04,14380000,14370000,6343
"5256","SGAMU",14.38,"M",14.3,"M",906,NA,0.11,0.01,14380000,14300000,906
"5257","SGAMW",NA,NA,NA,NA,7077,NA,10.53,NA,NA,NA,7077
"5258","SGBX",8.82,"M",7.96,"M",853440,NA,-4.88,10.72,8820000,7960000,853440
"5259","SGC",15.61,"M",10.32,"M",174159,NA,9.94,1.69,15610000,10320000,174159
"5260","SGEN",181.48,"M",179.62,"M",3.7,"M",11.08,2.06,181480000,179620000,3700000
"5261","SGH",23.85,"M",17.35,"M",1.77,"M",0.95,10.18,23850000,17350000,1770000
"5262","SGLB",10.49,"M",10.12,"M",864684,NA,-11.77,8.55,10490000,10120000,864684
"5263","SGLBW",NA,NA,NA,NA,1433,NA,43.3,NA,NA,NA,1433
"5264","SGMA",4.26,"M",3.3,"M",7851,NA,-1.89,0.24,4260000,3300000,7851
"5265","SGMO",143.88,"M",118.97,"M",15.15,"M",-0.2,12.73,143880000,118970000,15150000
"5266","SGMS",96.08,"M",90.72,"M",5.53,"M",-22.3,6.09,96080000,90720000,5530000
"5267","SGOC",100.6,"M",30.54,"M",230536,NA,3.5,0.75,100600000,30540000,230536
"5268","SGRP",21.26,"M",8.15,"M",79373,NA,31.48,0.97,21260000,8150000,79373
"5269","SGRY",82.5,"M",13.01,"M",1.71,"M",-4.1,13.14,82500000,13010000,1710000
"5270","SGTX",31.53,"M",13.21,"M",494471,NA,9.86,3.74,31530000,13210000,494471
"5271","SHACU",23,"M",22.82,"M",328,NA,-60.81,0,2.3e+07,22820000,328
"5272","SHBI",11.75,"M",11.45,"M",866608,NA,10.13,7.57,11750000,11450000,866608
"5273","SHC",282.87,"M",89.27,"M",2.72,"M",-4.5,3.05,282870000,89270000,2720000
"5274","SHEN",49.94,"M",47.83,"M",872953,NA,-8.81,1.83,49940000,47830000,872953
"5275","SHIP",168.49,"M",159.43,"M",8.93,"M",-14.51,5.6,168490000,159430000,8930000
"5276","SHIPW",NA,NA,NA,NA,6371,NA,-73.1,NA,NA,NA,6371
"5277","SHIPZ",NA,NA,NA,NA,77554,NA,-52.45,NA,NA,NA,77554
"5278","SHLS",93.55,"M",93.17,"M",6.46,"M",6.96,6.93,93550000,93170000,6460000
"5279","SHOO",82.76,"M",77.66,"M",1.86,"M",-5.76,2.39,82760000,77660000,1860000
"5280","SHSP",12.84,"M",10.41,"M",214561,NA,27.14,2.06,12840000,10410000,214561
"5281","SHYF",35.32,"M",32.09,"M",811557,NA,19.91,2.53,35320000,32090000,811557
"5282","SIBN",32.83,"M",29.72,"M",1.12,"M",-2.68,3.78,32830000,29720000,1120000
"5283","SIC",25.54,"M",20.53,"M",22349,NA,-47.34,0.11,25540000,20530000,22349
"5284","SIEB",30.95,"M",8.95,"M",795457,NA,6.3,8.89,30950000,8950000,795457
"5285","SIEN",57.52,"M",50.02,"M",8.3,"M",11.51,16.6,57520000,50020000,8300000
"5286","SIFY",179.22,"M",NA,NA,2.38,"M",24.3,NA,179220000,NA,2380000
"5287","SIGA",76.07,"M",43.72,"M",1.75,"M",4.43,3.99,76070000,43720000,1750000
"5288","SIGI",60.02,"M",58.84,"M",592287,NA,2.14,1.01,60020000,58840000,592287
"5289","SIGIP",8,"M",NA,NA,4555,NA,-42.88,NA,8e+06,NA,4555
"5290","SILC",6.88,"M",5.77,"M",25202,NA,-53.86,0.44,6880000,5770000,25202
"5291","SILK",34.48,"M",33.38,"M",2.1,"M",-5.92,6.3,34480000,33380000,2100000
"5292","SIMO",34.93,"M",34.76,"M",771379,NA,36.59,2.22,34930000,34760000,771379
"5293","SINO",14.96,"M",14.05,"M",613319,NA,-43.54,4.37,14960000,14050000,613319
"5294","SINT",24.68,"M",23.69,"M",935510,NA,13.09,3.95,24680000,23690000,935510
"5295","SIOX",58.75,"M",27.4,"M",1.35,"M",8.81,4.93,58750000,27400000,1350000
"5296","SIRI",4.09,"B",915.39,"M",178.39,"M",5.24,19.49,4.09e+09,915390000,178390000
"5297","SITM",18.65,"M",12.16,"M",454348,NA,15.47,3.74,18650000,12160000,454348
"5298","SIVB",54.32,"M",54.05,"M",911006,NA,-9.69,1.69,54320000,54050000,911006
"5299","SIVBP",NA,NA,NA,NA,22432,NA,-40.46,NA,NA,NA,22432
"5300","SJ",27.04,"M",2.1,"M",57838,NA,-11.59,2.75,27040000,2100000,57838
"5301","SKYW",50.35,"M",48.58,"M",1.15,"M",20.42,2.37,50350000,48580000,1150000
"5302","SLAB",44.22,"M",43.85,"M",1.3,"M",13.78,2.96,44220000,43850000,1300000
"5303","SLCRU",34.5,"M",33.9,"M",9672,NA,1052.8,0.03,34500000,33900000,9672
"5304","SLCT",17.51,"M",13.77,"M",408879,NA,45.97,2.97,17510000,13770000,408879
"5305","SLDB",110.3,"M",64.57,"M",5.82,"M",3.44,9.01,110300000,64570000,5820000
"5306","SLGG",23.13,"M",18.45,"M",891952,NA,8.07,4.84,23130000,18450000,891952
"5307","SLGL",23.03,"M",8.15,"M",156874,NA,10.79,1.92,23030000,8150000,156874
"5308","SLGN",110.4,"M",83.48,"M",2.05,"M",18.97,2.46,110400000,83480000,2050000
"5309","SLM",322.87,"M",318.64,"M",11.12,"M",-4.15,3.49,322870000,318640000,11120000
"5310","SLMBP",NA,NA,NA,NA,374,NA,-74.22,NA,NA,NA,374
"5311","SLN",29.79,"M",NA,NA,1752,NA,95.32,NA,29790000,NA,1752
"5312","SLNO",79.72,"M",53.83,"M",2.79,"M",-0.4,5.18,79720000,53830000,2790000
"5313","SLP",20.11,"M",15.57,"M",2.03,"M",7.91,13.06,20110000,15570000,2030000
"5314","SLRC",42.26,"M",39.37,"M",180036,NA,28.58,0.46,42260000,39370000,180036
"5315","SLRX",44.77,"M",14.38,"M",1.67,"M",29.62,11.64,44770000,14380000,1670000
"5316","SLS",14.19,"M",14.88,"M",911643,NA,1.17,6.13,14190000,14880000,911643
"5317","SMBC",8.93,"M",7.63,"M",99189,NA,13.94,1.3,8930000,7630000,99189
"5318","SMBK",15.1,"M",13.52,"M",108360,NA,29.54,0.8,15100000,13520000,108360
"5319","SMCI",49.93,"M",42.72,"M",828770,NA,-13.33,1.94,49930000,42720000,828770
"5320","SMED",16.51,"M",13.33,"M",934505,NA,32.94,7.01,16510000,13330000,934505
"5321","SMID",5.2,"M",3.56,"M",17019,NA,76.78,0.48,5200000,3560000,17019
"5322","SMIT",3.78,"M",3.57,"M",18990,NA,-7.12,0.53,3780000,3570000,18990
"5323","SMMF",12.99,"M",11.26,"M",69247,NA,5.92,0.61,12990000,11260000,69247
"5324","SMMT",97.24,"M",10.52,"M",490419,NA,13.77,4.66,97240000,10520000,490419
"5325","SMPL",95.76,"M",84.25,"M",3.35,"M",-6.23,3.98,95760000,84250000,3350000
"5326","SMSI",51.65,"M",45.46,"M",1.7,"M",22.45,3.74,51650000,45460000,1700000
"5327","SMTC",64.95,"M",64.15,"M",1.06,"M",-3.55,1.65,64950000,64150000,1060000
"5328","SMTI",7.62,"M",2.58,"M",29395,NA,139.86,1.14,7620000,2580000,29395
"5329","SNBR",24.46,"M",23.34,"M",3.72,"M",-1.76,15.94,24460000,23340000,3720000
"5330","SNCR",44.15,"M",38.35,"M",5.64,"M",6.35,14.71,44150000,38350000,5640000
"5331","SND",43.33,"M",22.35,"M",2.22,"M",3.37,9.95,43330000,22350000,2220000
"5332","SNDL",1.86,"B",1.08,"B",256.26,"M",7.5,23.63,1.86e+09,1.08e+09,256260000
"5333","SNDX",48.25,"M",42.16,"M",7.25,"M",-1.2,17.2,48250000,42160000,7250000
"5334","SNES",12.18,"M",10.21,"M",322066,NA,-18.21,3.15,12180000,10210000,322066
"5335","SNEX",19.83,"M",16.75,"M",155806,NA,-11.13,0.93,19830000,16750000,155806
"5336","SNFCA",16.7,"M",9.68,"M",258571,NA,19.05,2.67,16700000,9680000,258571
"5337","SNGX",40.08,"M",39.3,"M",1.09,"M",-22.84,2.77,40080000,39300000,1090000
"5338","SNGXW",NA,NA,NA,NA,151,NA,-89.45,NA,NA,NA,151
"5339","SNOA",2.08,"M",2.06,"M",19068,NA,-23.81,0.93,2080000,2060000,19068
"5340","SNPS",152.55,"M",151.62,"M",1.53,"M",25.67,1.01,152550000,151620000,1530000
"5341","SNRHU",41.4,"M",41.34,"M",156,NA,188.89,0,41400000,41340000,156
"5342","SNY",2.52,"B",2.5,"B",4.49,"M",-0.77,0.18,2.52e+09,2.5e+09,4490000
"5343","SOHO",15.18,"M",12.41,"M",182099,NA,23.24,1.47,15180000,12410000,182099
"5344","SOHOB",NA,NA,NA,NA,2462,NA,4.19,NA,NA,NA,2462
"5345","SOHON",NA,NA,NA,NA,2130,NA,6.39,NA,NA,NA,2130
"5346","SOHOO",NA,NA,NA,NA,4050,NA,13.51,NA,NA,NA,4050
"5347","SOHU",39.27,"M",39.09,"M",1.15,"M",17,2.95,39270000,39090000,1150000
"5348","SOLO",112.93,"M",95.74,"M",18.61,"M",10.15,19.44,112930000,95740000,18610000
"5349","SOLOW",NA,NA,NA,NA,6461,NA,15.54,NA,NA,NA,6461
"5350","SOLY",21.38,"M",10.16,"M",1.7,"M",12.93,16.78,21380000,10160000,1700000
"5351","SONM",66.32,"M",52.46,"M",522738,NA,22.24,1,66320000,52460000,522738
"5352","SONN",21.39,"M",19.11,"M",861772,NA,194.17,4.51,21390000,19110000,861772
"5353","SONO",124.6,"M",122.67,"M",7.79,"M",18.69,6.35,124600000,122670000,7790000
"5354","SP",23.21,"M",22.74,"M",432437,NA,6.12,1.9,23210000,22740000,432437
"5355","SPCB",20,"M",12.88,"M",602262,NA,-14.78,4.67,2e+07,12880000,602262
"5356","SPFI",18.04,"M",10.85,"M",65054,NA,30.39,0.6,18040000,10850000,65054
"5357","SPI",23.86,"M",16.53,"M",501008,NA,-52.84,3.03,23860000,16530000,501008
"5358","SPKE",14.63,"M",11.82,"M",2.97,"M",-0.01,25.13,14630000,11820000,2970000
"5359","SPKEP",3.57,"M",NA,NA,1597,NA,127.49,NA,3570000,NA,1597
"5360","SPLK",163.9,"M",162.62,"M",6.67,"M",8.93,4.1,163900000,162620000,6670000
"5361","SPNE",36.15,"M",30.81,"M",412672,NA,0.75,1.34,36150000,30810000,412672
"5362","SPNS",53.8,"M",27.88,"M",299026,NA,15.77,1.07,53800000,27880000,299026
"5363","SPOK",19.39,"M",18.48,"M",531009,NA,59.2,2.87,19390000,18480000,531009
"5364","SPPI",161.52,"M",161.27,"M",16.02,"M",0.56,9.93,161520000,161270000,16020000
"5365","SPRB",23.33,"M",7.73,"M",462789,NA,3.18,5.99,23330000,7730000,462789
"5366","SPRO",29.67,"M",24.2,"M",3.26,"M",-2.09,13.48,29670000,24200000,3260000
"5367","SPRT",24.11,"M",13.68,"M",3.48,"M",13.85,25.45,24110000,13680000,3480000
"5368","SPSC",35.86,"M",35.5,"M",828675,NA,5.58,2.33,35860000,35500000,828675
"5369","SPT",44.51,"M",41.22,"M",1.56,"M",13.92,3.79,44510000,41220000,1560000
"5370","SPTN",36.27,"M",35.18,"M",4.01,"M",-0.8,11.4,36270000,35180000,4010000
"5371","SPWH",43.72,"M",42.7,"M",2.89,"M",-9.88,6.77,43720000,42700000,2890000
"5372","SPWR",172.52,"M",79.12,"M",15.79,"M",-3.56,19.95,172520000,79120000,15790000
"5373","SQBG",1.66,"M",1.07,"M",215038,NA,170.21,20.03,1660000,1070000,215038
"5374","SQFT",9.51,"M",8.81,"M",83178,NA,291.61,0.94,9510000,8810000,83178
"5375","SRAC",17.76,"M",17.15,"M",2.49,"M",-3.81,14.52,17760000,17150000,2490000
"5376","SRACW",NA,NA,NA,NA,21502,NA,2012.18,NA,NA,NA,21502
"5377","SRAX",23.19,"M",20.56,"M",1.06,"M",2.64,5.17,23190000,20560000,1060000
"5378","SRCE",26.14,"M",18.07,"M",279535,NA,-7.28,1.55,26140000,18070000,279535
"5379","SRCL",91.76,"M",91.64,"M",1.73,"M",5.5,1.89,91760000,91640000,1730000
"5380","SRDX",13.87,"M",13.35,"M",464808,NA,21.45,3.48,13870000,13350000,464808
"5381","SREV",97.35,"M",91.2,"M",3.93,"M",93.05,4.31,97350000,91200000,3930000
"5382","SRGA",110.37,"M",93.71,"M",4.92,"M",13.79,5.25,110370000,93710000,4920000
"5383","SRNE",287.42,"M",264.07,"M",53.42,"M",-5.64,20.23,287420000,264070000,53420000
"5384","SRPT",79.77,"M",75.97,"M",7.68,"M",7.98,10.11,79770000,75970000,7680000
"5385","SRRA",12.35,"M",6.07,"M",27675,NA,-12.63,0.46,12350000,6070000,27675
"5386","SRRK",34.42,"M",27.49,"M",2.43,"M",0.65,8.82,34420000,27490000,2430000
"5387","SRSA",20,"M",19.99,"M",1707,NA,-65.86,0.01,2e+07,19990000,1707
"5388","SRSAU",20,"M",19.99,"M",1209,NA,-19.13,0.01,2e+07,19990000,1209
"5389","SRSAW",NA,NA,NA,NA,1834,NA,-48.18,NA,NA,NA,1834
"5390","SRTS",16.49,"M",12.47,"M",80621,NA,21.12,0.65,16490000,12470000,80621
"5391","SSAAU",31.05,"M",30.95,"M",2057,NA,794.35,0.01,31050000,30950000,2057
"5392","SSB",71.07,"M",69.81,"M",1.56,"M",7.46,2.23,71070000,69810000,1560000
"5393","SSBI",6.07,"M",5.03,"M",5187,NA,244.19,0.1,6070000,5030000,5187
"5394","SSKN",33.89,"M",21.56,"M",255558,NA,-11.31,1.19,33890000,21560000,255558
"5395","SSNC",255.77,"M",223.59,"M",3.27,"M",3.01,1.46,255770000,223590000,3270000
"5396","SSNT",5.06,"M",2.04,"M",53968,NA,-27.6,2.64,5060000,2040000,53968
"5397","SSP",70.35,"M",56.53,"M",3.03,"M",1.41,5.37,70350000,56530000,3030000
"5398","SSPK",25,"M",25,"M",2.05,"M",-9.74,8.21,2.5e+07,2.5e+07,2050000
"5399","SSPKW",NA,NA,NA,NA,5264,NA,36.34,NA,NA,NA,5264
"5400","SSRM",220.21,"M",219.3,"M",12.45,"M",21.32,5.68,220210000,219300000,12450000
"5401","SSSS",24.21,"M",21.66,"M",1.25,"M",193.21,5.77,24210000,21660000,1250000
"5402","SSTI",11.68,"M",8.31,"M",937813,NA,2.22,11.29,11680000,8310000,937813
"5403","SSYS",65.22,"M",65.13,"M",5.78,"M",18.22,8.88,65220000,65130000,5780000
"5404","STAA",46.9,"M",46.46,"M",2.23,"M",0.88,4.81,46900000,46460000,2230000
"5405","STAF",39.17,"M",15.81,"M",1.31,"M",27.12,8.27,39170000,15810000,1310000
"5406","STAY",177.73,"M",159.73,"M",10.63,"M",5.14,6.66,177730000,159730000,10630000
"5407","STBA",39.36,"M",38.45,"M",431760,NA,-13.62,1.12,39360000,38450000,431760
"5408","STCN",63,"M",55.71,"M",558404,NA,-6.16,1,6.3e+07,55710000,558404
"5409","STEP",26.61,"M",28.08,"M",392853,NA,7.68,1.4,26610000,28080000,392853
"5410","STFC",44.05,"M",17.26,"M",148240,NA,1.65,0.86,44050000,17260000,148240
"5411","STIM",25.76,"M",23.62,"M",1.21,"M",68.83,5.13,25760000,23620000,1210000
"5412","STKL",105.5,"M",101.6,"M",1.61,"M",15.97,1.58,105500000,101600000,1610000
"5413","STKS",30.16,"M",22.42,"M",301055,NA,21.89,1.34,30160000,22420000,301055
"5414","STLD",211.22,"M",200.45,"M",4.54,"M",12.13,2.26,211220000,200450000,4540000
"5415","STMP",18.32,"M",17.23,"M",803346,NA,10.97,4.66,18320000,17230000,803346
"5416","STNE",226.38,"M",220.42,"M",7.88,"M",-4.96,3.58,226380000,220420000,7880000
"5417","STOK",36.71,"M",18.92,"M",3.07,"M",2.66,16.23,36710000,18920000,3070000
"5418","STRA",24.65,"M",23.96,"M",1.05,"M",19.36,4.38,24650000,23960000,1050000
"5419","STRL",28.61,"M",27.34,"M",1.54,"M",-1.81,5.63,28610000,27340000,1540000
"5420","STRM",42.32,"M",36.01,"M",445280,NA,-8.04,1.24,42320000,36010000,445280
"5421","STRO",46.11,"M",35.56,"M",3.69,"M",-0.03,10.38,46110000,35560000,3690000
"5422","STRR",5.02,"M",4.66,"M",226612,NA,3.32,4.87,5020000,4660000,226612
"5423","STRS",8.23,"M",6.95,"M",164484,NA,2.68,2.37,8230000,6950000,164484
"5424","STRT",3.89,"M",3.69,"M",9186,NA,1.82,0.25,3890000,3690000,9186
"5425","STSA",31.53,"M",22.29,"M",770123,NA,-11.35,3.45,31530000,22290000,770123
"5426","STTK",41.9,"M",31.89,"M",1.49,"M",16.61,4.68,41900000,31890000,1490000
"5427","STWO",25,"M",25,"M",251174,NA,869,1,2.5e+07,2.5e+07,251174
"5428","STWOU",25,"M",25,"M",14,NA,-85.42,0,2.5e+07,2.5e+07,14
"5429","STWOW",NA,NA,NA,NA,4571,NA,-10.5,NA,NA,NA,4571
"5430","STX",228.87,"M",227.84,"M",10.73,"M",-23.18,4.71,228870000,227840000,10730000
"5431","STXB",17.15,"M",13.2,"M",118236,NA,11.88,0.9,17150000,13200000,118236
"5432","SUMO",106.21,"M",57.03,"M",3.57,"M",-5.29,6.27,106210000,57030000,3570000
"5433","SUMR",2.17,"M",1.46,"M",38754,NA,-4.29,2.66,2170000,1460000,38754
"5434","SUNS",16.05,"M",13.67,"M",97104,NA,150.79,0.71,16050000,13670000,97104
"5435","SUNW",23.84,"M",26.8,"M",3.14,"M",16.64,11.71,23840000,26800000,3140000
"5436","SUPN",53.02,"M",51.13,"M",8.82,"M",-1.25,17.25,53020000,51130000,8820000
"5437","SURF",43.43,"M",36.23,"M",4.63,"M",4.44,12.79,43430000,36230000,4630000
"5438","SV",23,"M",17.2,"M",949739,NA,72.26,5.52,2.3e+07,17200000,949739
"5439","SVA",NA,NA,29.74,"M",188105,NA,-6,0.63,NA,29740000,188105
"5440","SVAC",40.42,"M",40.28,"M",366367,NA,14.16,0.91,40420000,40280000,366367
"5441","SVACU",40.42,"M",39.69,"M",395,NA,0,0,40420000,39690000,395
"5442","SVACW",NA,NA,NA,NA,16552,NA,100.27,NA,NA,NA,16552
"5443","SVBI",12.86,"M",8.79,"M",8994,NA,-18.09,0.1,12860000,8790000,8994
"5444","SVC",164.82,"M",162.64,"M",4.53,"M",10.38,2.79,164820000,162640000,4530000
"5445","SVFA",60.38,"M",57.84,"M",98388,NA,-15.26,0.17,60380000,57840000,98388
"5446","SVFAU",60.38,"M",60.38,"M",1307,NA,-61.98,0,60380000,60380000,1307
"5447","SVFAW",NA,NA,NA,NA,22696,NA,-40.38,NA,NA,NA,22696
"5448","SVMK",145.64,"M",126.13,"M",3.42,"M",-0.32,2.71,145640000,126130000,3420000
"5449","SVOKU",25.88,"M",25.85,"M",1121,NA,-31.35,0,25880000,25850000,1121
"5450","SVRA",113.64,"M",66.61,"M",2.7,"M",13,4.06,113640000,66610000,2700000
"5451","SVSVU",23,"M",22.85,"M",51,NA,-55.65,0,2.3e+07,22850000,51
"5452","SVSVW",NA,NA,NA,NA,11040,NA,-21.23,NA,NA,NA,11040
"5453","SWAV",34.98,"M",30.35,"M",1.96,"M",-8.59,6.47,34980000,30350000,1960000
"5454","SWBI",55.98,"M",51.25,"M",4.08,"M",-1.09,7.95,55980000,51250000,4080000
"5455","SWIR",36.9,"M",36.34,"M",572897,NA,9.83,1.58,36900000,36340000,572897
"5456","SWKH",12.8,"M",12.56,"M",169752,NA,22.76,1.35,12800000,12560000,169752
"5457","SWKS",165.09,"M",164.52,"M",3.84,"M",19.37,2.34,165090000,164520000,3840000
"5458","SWTX",49.06,"M",36.44,"M",3.79,"M",-4.16,10.4,49060000,36440000,3790000
"5459","SXTC",15.51,"M",13.39,"M",551374,NA,2.85,4.12,15510000,13390000,551374
"5460","SY",91.61,"M",89.73,"M",3.36,"M",96.65,3.74,91610000,89730000,3360000
"5461","SYBT",26.6,"M",25.33,"M",650767,NA,3.2,2.57,26600000,25330000,650767
"5462","SYBX",52.37,"M",37.24,"M",539494,NA,20.54,1.45,52370000,37240000,539494
"5463","SYKE",39.78,"M",38.37,"M",499462,NA,0.48,1.3,39780000,38370000,499462
"5464","SYNA",35.2,"M",34.58,"M",4.43,"M",4.6,12.81,35200000,34580000,4430000
"5465","SYNH",104.29,"M",92.43,"M",4.3,"M",-0.19,4.65,104290000,92430000,4300000
"5466","SYNL",9.2,"M",7.45,"M",25676,NA,-38.16,0.34,9200000,7450000,25676
"5467","SYPR",21.47,"M",11.1,"M",370386,NA,-54.13,3.34,21470000,11100000,370386
"5468","SYRS",61.86,"M",41.79,"M",6.11,"M",15.73,14.62,61860000,41790000,6110000
"5469","SYTA",4.66,"M",821927,NA,52330,NA,-0.15,6.37,4660000,821927,52330
"5470","SYTAW",NA,NA,NA,NA,1368,NA,12.5,NA,NA,NA,1368
"5471","TA",14.56,"M",12.92,"M",450283,NA,16.9,3.48,14560000,12920000,450283
"5472","TACO",36.76,"M",30.89,"M",781991,NA,28.06,2.53,36760000,30890000,781991
"5473","TACT",8.97,"M",8.67,"M",16577,NA,-24.67,0.19,8970000,8670000,16577
"5474","TAIT",5.06,"M",3.02,"M",24642,NA,9756.8,0.82,5060000,3020000,24642
"5475","TANH",41.27,"M",27.73,"M",1.66,"M",-13.24,6,41270000,27730000,1660000
"5476","TANNI",NA,NA,NA,NA,4559,NA,-60.51,NA,NA,NA,4559
