"","Ticker","Short_Interest_Jan","Short_Interest_Feb"
"277","SGMO",14.3862057133053,13.3527846906376
"278","SLG",16.1047605266966,13.337182448037
"279","VUZI",16.6893424036281,13.3346741753821
"280","SAVE",14.0057755775578,13.3099824868651
"281","TTNP",5.17627411167513,13.2994923857868
"282","RRC",15.8023209283713,13.2913423734253
"283","SBH",17.1903052064632,13.2776730406679
"284","FROG",16.9014084507042,13.2388663967611
"285","DISH",10.4755341144039,13.2307069070286
"286","KIDS",19.7794117647059,13.215859030837
"287","UWMC",18.8545362392296,13.2129803965002
"288","EVER",21.3788300835655,13.2075471698113
"289","OLLI",21.476391825229,13.1606765327696
"290","JCOM",13.9995341253203,13.093023255814
"291","WW",16.5404235585098,13.0622971092905
"292","GIII",15.2622834084975,13.0363423212192
"293","REGI",14.2370214997378,13.0343561500131
"294","OPTT",5.67144719687093,12.9958078039342
"295","DDS",31.3328137178488,12.9890453834116
"296","BDTX",12.1290801186944,12.9841386942088
"297","PTE",12.5394045534151,12.9593175853018
"298","AR",14.6407732394994,12.9208371246588
"299","MRNS",13.3272058823529,12.9171817058096
"300","CDLX",12.8814902893381,12.9108910891089
"301","TCDA",11.791730474732,12.898292123375
"302","ESTC",12.6592231482938,12.8870816390366
"303","VOYA",13.4327168367347,12.8429939925313
"304","AMC",78.9641152554357,12.8404876877518
"305","WWR",17.9757511860833,12.8327645051195
"306","PRCH",8.57475857475857,12.8222639576575
"307","DNMR",6.19550252409362,12.8168110362528
"308","COLL",12.7738352360383,12.8157732593962
"309","CATB",6.36877247046739,12.8012854847349
"310","ANGI",23.2729905865315,12.7872962808191
"311","KIRK",11.1111111111111,12.7777777777778
"312","ADVM",13.8047138047138,12.7751519243754
"313","VKTX",13.5619400679642,12.7423822714681
"314","APRE",7.88880540946657,12.7101546738399
"315","AAL",25.4854814740603,12.6908291278417
"316","MTZ",14.3567874911158,12.6820603907638
"317","CPA",12.6034373010821,12.667091024825
"318","FIZZ",62.5751072961373,12.6663804207815
"319","WTRH",16.3922691481747,12.6597811637182
"320","XERS",11.3948090314412,12.6449119793903
"321","MGY",15.2920383773775,12.597095575819
"322","CGRO",9.3519882179676,12.5920471281296
"323","TRVN",14.8108541638818,12.5826929502172
"324","KNSA",13.4230503795721,12.5746516257465
"325","ACIA",7.47792494481236,12.5618471687741
"326","BJ",14.417676618386,12.4963072378139
"327","VMW",11.7175572519084,12.4920493575881
"328","ATHX",14.3170690528448,12.4725861778103
"329","BNGO",16.6361854996734,12.4404101090577
"330","WRLD",19.4055944055944,12.4201403508772
"331","APLS",14.3683702989392,12.3801916932907
"332","HOME",18.5260205671549,12.3714552820193
"333","KWR",13.8345864661654,12.3308270676692
"334","GERN",12.5962092699963,12.325565641512
"335","TCS",17.3931265716681,12.3002084781098
"336","TRIP",10.9671200599764,12.2956949043906
"337","ACTC",NA,12.278160086925
"338","ARCT",16.2085308056872,12.2690667929891
"339","IRM",17.5117800126591,12.2436776757764
"340","MX",9.36591041303083,12.2395833333333
"341","EB",12.5788051636145,12.2275306061511
"342","AKTS",22.2792022792023,12.2242408512847
"343","SSTI",14.2317380352645,12.2236146095718
"344","RDUS",12.7233584499462,12.1636167922497
"345","WTI",15.5598958333333,12.1527777777778
"346","FOLD",10.6716271783826,12.1489120668776
"347","EQ",5.9624107850912,12.1475054229935
"348","IRTC",14.2506142506143,12.1446121446121
"349","ATUS",23.7929606625259,12.1299888398788
"350","BMRA",10.0327536231884,12.111801242236
"351","LITE",8.86024423337856,12.0846331208463
"352","MDRX",13.301678157929,12.0837669094693
"353","SGH",11.8715929739552,12.0658135283364
"354","PCVX",10.4703055269482,12.0603015075377
"355","CARG",11.6791800738887,12.0545588596707
"356","LMND",30.8839578028374,12.0394736842105
"357","EVFM",13.5451940609534,12.0254777070064
"358","BCEL",11.3107822410148,12.0182200420463
"359","AVYA",13.668890236507,12.0024494794856
"360","HOG",11.9795087350585,11.9884385469356
"361","BLCM",3.27696356275304,11.982123015873
"362","NKTR",13.560760353021,11.9662953118815
"363","SNDX",13.8161273754494,11.9660194174757
"364","WORX",10.774821664465,11.9547196870926
"365","BBIO",15.9176029962547,11.9539987339101
"366","MD",15.4579461807651,11.9527198166687
"367","VSTA",12.8094725511302,11.9483315392896
"368","ENTA",13.4009009009009,11.9461581604038
"369","SFM",11.6663823980897,11.945130782994
"370","GBX",12.6063662149385,11.9077700568541
"371","JKS",15.6492785793563,11.8978912319645
"372","VTGN",11.0471096482205,11.8832050701675
"373","RLAY",14.8541114058355,11.86062095153
"374","TCMD",12.5945945945946,11.8378378378378
"375","FRBK",12.1956339210747,11.8178001679261
"376","IVR",22.3726378605371,11.7966307745745
"377","MVIS",16.5882352941176,11.7749097973911
"378","SWBI",11.1111111111111,11.7744916820702
"379","CRNC",13,11.7424242424242
"380","AAME",0.0150555555555556,11.731
"381","NNOX",8.94080996884735,11.6888351471181
"382","IRWD",11.8076649647774,11.6796297486662
"383","RH",16.0087719298246,11.6776315789474
"384","DAC",12.2914837576822,11.6769095697981
"385","CONN",13.5944700460829,11.6724738675958
"386","RIOT",19.9237804878049,11.6669208479488
"387","GTLS",11.5448968209704,11.6564417177914
"388","SLRX",4.36258522727273,11.6443189837685
"389","GPRO",13.4526897013302,11.6389747015112
"390","HVT",11.737400530504,11.604774535809
"391","EVBG",13.3772558006302,11.6012603838442
"392","VAPO",11.3265306122449,11.5816326530612
"393","EGRX",12.6998223801066,11.5555555555556
"394","EVLO",12.7692307692308,11.5553602811951
"395","LEVI",15.6003937007874,11.5384615384615
"396","CLF",18.0997974590315,11.532860003641
"397","ATLC",11.3246189735614,11.529766718507
"398","CLB",12.4004550625711,11.5174920490686
"399","MIDD",11.6433308769344,11.5122490329711
"400","GALT",11.1658861227508,11.5109686960808
"401","YY",11.7379721046858,11.4978736808946
"402","ECPG",12.5375125041681,11.4911989372302
"403","RIGL",12.6780626780627,11.4909781576448
"404","ALAC",19.5087485973152,11.483313245501
"405","SYNA",13.1516587677725,11.4686951433587
"406","DMYD",6.69838945827233,11.4568081991215
"407","UI",16,11.4488769230769
"408","GATX",14.7598253275109,11.4368650217707
"409","AKER",7.51020961775586,11.4124293785311
"410","CBB",13.8978930307942,11.3498175922173
"411","X",15.5843558987086,11.3421550094518
"412","AHPI",12.6185245901639,11.3106557377049
"413","RETA",10.5191256830601,11.3058419243986
"414","RIG",17.3151885197834,11.2819716267992
"415","RVMD",8.49785407725322,11.2532523850824
"416","ZYNE",15.2380952380952,11.2359550561798
"417","DBI",12.0291026677445,11.2206952303961
"418","TRIL",12.8028115978411,11.2104799093085
"419","RPD",11.24974844033,11.196598501721
"420","AFIB",9.67741935483871,11.1854684512428
"421","RLGY",11.9053922866473,11.1836878806603
"422","ATOM",12.7807486631016,11.1702127659574
"423","CSCW",9.28509154315606,11.1595466434176
"424","SINA",12.3758442590385,11.1590507942734
"425","EZPW",11.0646766169154,11.1287442967665
"426","FATE",11.7742496233631,11.123945939702
"427","NCTY",10.1382542372881,11.1226440677966
"428","PRTK",10.2648171500631,11.0970996216898
"429","ALTR",10.8803398631107,11.0639301722104
"430","VISL",17.5480769230769,11.0402463162525
"431","ABG",10.8023072889355,11.0120608285265
"432","LLIT",14.5937158469945,11.0090769230769
"433","ODT",16.4516129032258,10.9905020352782
"434","NTGR",11.7485400206115,10.9677419354839
"435","HEAR",16.3674033149171,10.9655172413793
"436","AON",9.97260516083422,10.9615384615385
"437","HALO",11.6679418515685,10.9434248445321
"438","PRO",11.1340206185567,10.9339407744875
"439","AYI",9.66197183098592,10.9326570865032
"440","SUMO",17.0167319330723,10.9220123433701
"441","IIVI",12.1301195375269,10.90203685742
"442","HELE",12.7993393889348,10.8632796365138
"443","TME",13.030270972812,10.8432278920813
"444","ONEM",10.6367495451789,10.8355240598926
"445","JMIA",16.8956554028964,10.83054833519
"446","CHEF",14.5003065603924,10.8276291225887
"447","URBN",14.0279497611887,10.8021570610044
"448","AKUS",8.97959183673469,10.765306122449
"449","PEB",10.0363692641028,10.7623669380088
"450","VNDA",11.2483374501235,10.7575757575758
"451","IFMK",11.482380952381,10.7556235827664
"452","MARA",11.9990458015267,10.7487367937529
"453","LLNW",13.3724390036555,10.7263513513514
"454","AMTI",11.599210266535,10.7159791370318
"455","CBAY",6.32239382239382,10.7131636820609
"456","VRCA",12.5687352710134,10.6831395348837
"457","NXTC",4.16165127020785,10.6652006597031
"458","CSPR",12.5150421179302,10.6484235574063
"459","GNMK",10.8217332734621,10.599700149925
"460","TRUE",10.5165649520488,10.596460563688
"461","GCMG",18.7659729828405,10.5857630680326
"462","CURI",3.89752888318357,10.5805751492132
"463","TALO",9.28462709284627,10.5783866057839
"464","USX",9.18977705274606,10.5681818181818
"465","NBR",15.891104,10.5664
"466","TCRR",12.0839363241679,10.5441027374113
"467","TANH",7.05101617586064,10.5350476980506
"468","SSTK",11.0410094637224,10.5333333333333
"469","AKRO",12.0545073375262,10.4874446085672
"470","AXSM",11.4061967994552,10.4868913857678
"471","MDB",10.5943616448195,10.4649075569916
"472","VCRA",12.5079974408189,10.4573073233131
"473","ELDN",8.11083333333333,10.4187962962963
"474","MRKR",10.2689486552567,10.3553921568627
"475","MUR",12.353957829243,10.3502965108261
"476","SNCR",13.9152981849611,10.3304709862087
"477","CORT",11.2744630071599,10.3250478011472
"478","WMK",12.638036809816,10.3067484662577
"479","SHAK",14.824050983652,10.3038674033149
"480","CIIC",6.68469860896445,10.280759702725
"481","BJRI",10.4097974564296,10.2732793522267
"482","STNG",11.0967741935484,10.2619149849721
"483","ADCT",9.31246793227296,10.2616726526424
"484","RRGB",12.1834360027379,10.2599179206566
"485","APLT",11.143481427531,10.253164556962
"486","QTWO",12.0443740095087,10.2185582822086
"487","CUE",10.6997408367271,10.2184376156979
"488","NEWR",8.35659780383398,10.2180339985218
"489","BHVN",9.76923076923077,10.1942681284862
"490","SPRO",10.6647537063606,10.1864483856298
"491","CRY",10.827512090274,10.1826974744761
"492","ADT",12.4226316172723,10.1629225579559
"493","BNFT",9.74714518760196,10.1141924959217
"494","BCEI",5.50505050505051,10.107948969578
"495","FTI",4.15400202634245,10.0991731529303
"496","TMST",8.07276861853326,10.0833333333333
"497","KURA",9.37604270937604,10.0763612217795
"498","RNA",9.98739760554505,10.0758054327227
"499","PD",14.655303606757,10.063528732313
"500","NAKD",32.6953247568246,10.0545961524943
